,remote_hostname,company,company_website,result
2000,as43234.net,Unknown,,DNS
2001,cmds-tachyon.com,CmdS Tachyon,https://www.cmds-tachyon.com/,CDN
2002,usabilla.com,Usabilla,https://usabilla.com/,analytics
2003,truste-svc.net,TrustArc,https://www.trustarc.com/,tracking
2004,lametric.com,LaMetric,https://lametric.com/,marketing
2005,cquotient.com,CQuotient,cquotient.com,Marketing
2006,rakuten.com,Rakuten,https://www.rakuten.com/,E-commerce platform
2007,oath.cloud,Oath,https://www.oath.com/,CDN
2008,media6degrees.com,Media6Degrees,media6degrees.com,marketing
2009,inside-graph.com,Inside Graph,https://www.inside-graph.com,analytics
2010,bitwarden.com,Bitwarden,bitwarden.com,first-party host
2011,sweettooth.io,Sweet Tooth,https://www.sweettoothrewards.com/,marketing
2012,auvik.com,Auvik Networks,https://www.auvik.com/,analytics
2013,leaseweb.com,Leaseweb,https://www.leaseweb.com/,CDN
2014,wo-cloud.com,WO Cloud,https://www.wo-cloud.com/,CDN
2015,youborafds01.com,,,
2016,ntp.org.cn,Chinese National Time Service Center,http://www.ntsc.ac.cn/,DNS
2017,tableau.com,Tableau,tableau.com,analytics
2018,telefonica.net,Telefónica,https://www.telefonica.com/,first-party host
2019,abtasty.com,AB Tasty,https://www.abtasty.com/,marketing
2020,videoplaza.tv,Videoplaza,https://www.videoplaza.com/,advertising
2021,media-lab.ai,Media Lab AI,https://media-lab.ai/,CDN
2022,emisiondof6.com,Emisiondof6,emisiondof6.com,DNS
2023,telefonica.com,Telefonica,https://www.telefonica.com/,first-party host
2024,dof6.com,,,
2025,lifx.com,LIFX,https://www.lifx.com/,first-party host
2026,lifx.co,LIFX,https://www.lifx.com/,first-party host
2027,114dns.com,114DNS,https://www.114dns.com/,DNS
2028,snssdk.com,ByteDance,https://www.bytedance.com/,CDN
2029,pstatp.com,,,
2030,cloudlinks.cn,CloudLinks,https://www.cloudlinks.cn/,DNS
2031,alidns.com,Alibaba Cloud,https://www.alibabacloud.com/,DNS
2032,jivox.com,Jivox,jivox.com,marketing
2033,worxlandroid.com,Worx Landroid,worxlandroid.com,First-party host
2034,m.me,Facebook,https://www.facebook.com/,Messaging app platform used by Facebook
2035,messenger.com,Facebook,https://www.facebook.com/,Messaging platform
2036,youtu.be,Google,https://www.google.com/,CDN
2037,fb.gg,Facebook,https://www.facebook.com/,marketing
2038,withings.net,Withings,www.withings.com,first-party host
2039,answerscloud.com,Answers Corporation,https://www.answers.com/,Marketing
2040,dropboxusercontent.com,Dropbox,https://www.dropbox.com/,static server
2041,luminati.io,Luminati,https://luminati.io/,Proxy and residential IP service provider
2042,luminatinet.com,Luminati Networks,https://luminati.io/,CDN
2043,bfmio.com,BFMIO,https://www.bfmio.com/,CDN
2044,hola.org,,,
2045,lum-superproxy.io,Unknown,,Unknown
2046,axs.com,AXS,https://www.axs.com/,ticketing and event management
2047,123freecell.com,123 Free Cell,https://www.123freecell.com/,gaming website
2048,ignorelist.com,Ignorelist,ignorelist.com,DNS
2049,clmbtech.com,Clmbtech,https://www.clmbtech.com/,ad serving and analytics
2050,adgear.com,AdGear,https://adgear.com/,advertising
2051,webrootcloudav.com,Webroot,webroot.com,Antivirus software provider
2052,powerbi.com,Microsoft,https://www.microsoft.com/,analytics
2053,sssnet.com,SSSNet,https://www.sssnet.com/,first-party host
2054,beam.pro,Beam Interactive,https://beam.pro/,streaming platform and first-party host
2055,audioeye.com,AudioEye,https://www.audioeye.com/,First-party host
2056,highwebmedia.com,High Web Media,https://www.highwebmedia.com/,marketing
2057,pub-tmaws.io,Akamai Technologies,https://www.akamai.com/,CDN
2058,safebee.com,SafeBee,safebee.com,first-party host
2059,basis.net,Basis,https://www.basis.net/,CDN
2060,salecycle.com,SaleCycle,https://www.salecycle.com/,marketing
2061,dzcdn.net,Daizu,https://daizu.io/,CDN
2062,2i3.net,2i3,https://www.2i3.net/,DNS
2063,dellsupportcenter.com,Dell,https://www.dell.com/,Support and troubleshooting for Dell products
2064,amcrestcloud.com,Amcrest,https://amcrest.com/,CDN
2065,amcrestview.com,Amcrest,amcrest.com,first-party host
2066,amcrestsecurity.com,Amcrest,https://amcrest.com,first-party host
2067,usbla.net,Unknown,,DNS
2068,arin.net,American Registry for Internet Numbers,https://www.arin.net/,DNS
2069,in-addr-servers.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS
2070,idrive.com,IDrive,https://www.idrive.com/,cloud backup and storage service
2071,ibackup.com,iBackup,https://www.ibackup.com/,static server
2072,leanstream-hq.com,LeanStream,https://www.leanstreamhq.com/,first-party host
2073,ip-api.com,APILAYER,https://apilayer.com/,geolocation API provider
2074,edgecastdns.net,Verizon Media,https://www.verizonmedia.com,DNS
2075,readdle.com,Readdle,https://readdle.com/,first-party host
2076,obihai.com,Obihai,obihai.com,first-party host
2077,obitalk.com,Obihai Technology,https://www.obitalk.com/,first-party host
2078,136.in-addr.arpa,,,DNS
2079,mycingular.net,AT&T,https://www.att.com/,DNS
