,remote_hostname,company,company_website,result
3300,wpengine.com,WP Engine,wpengine.com,Static Server
3301,birdytone.com.cn,Birdytone,birdytone.com.cn,CDN
3302,bttn.io,bttn,https://bttn.io/,first-party host
3303,mfeed.ad.jp,mfeed,https://www.mfeed.co.jp/,advertising
3304,wci.com,"Western Communications, Inc.",wci.com,first-party host
3305,moovitapp.com,Moovit,https://moovit.com/,first-party host
3306,maintainbrain.us,MaintainBrain,https://maintainbrain.us/,First-party host
3307,glassboxdigital.io,Glassbox Digital,https://glassboxdigital.com/,analytics
3308,telpol.net.pl,Telpol,https://www.telpol.pl/,DNS
3309,raketa-net.ru,Raketa-Net,https://raketa-net.ru/,first-party host
3310,telephoneangel.com,Telephone Angel,https://www.telephoneangel.com/,first-party host
3311,apolloprogram.io,Apollo Program,https://apolloprogram.io,static server
3312,vigothaiclub.info,Vigo Thai Club,vigothaiclub.info,first-party host
3313,filenext.com,Filenext,https://filenext.com/,file hosting service
3314,6play.fr,M6 Web,https://www.m6web.fr/,streaming platform for M6 and other TV channels owned by the company
3315,mtprotoline.top,Unknown,,DNS
3316,epson.biz,Epson,https://epson.com,first-party host
3317,uu.net,China Unicom,https://www.chinaunicom.com/,DNS host
3318,etacdn.net,Eta Labs,https://www.eta-labs.com/,CDN
3319,ptb.de,Physikalisch-Technische Bundesanstalt,https://www.ptb.de/,static server
3320,netbynet.ru,NetByNet,https://netbynet.ru/,first-party host
3321,pulsedmedia.com,Pulsed Media,https://pulsedmedia.com/,CDN
3322,bashtel.ru,BashTel,https://www.bashtel.ru/,first-party host
3323,megaegg.ne.jp,Megachips Corporation,https://www.megachips.co.jp/english/,first-party host
3324,spedition-michel.de,Spedition Michel,spedition-michel.de,first-party host
3325,turbooo.xyz,,,
3326,powerlinks.com,PowerLinks,https://powerlinks.com/,advertising
3327,linodeusercontent.com,Linode,https://www.linode.com/,static server
3328,electricimp.com,Electric Imp,https://electricimp.com,IoT platform provider - first-party host
3329,satnet.net,Satellite Networking Technologies,https://www.satnet.net/,CDN
3330,snowdawn.info,Snowdawn,snowdawn.info,First-party host
3331,usbx.me,USBX,https://usbx.io/,first-party host
3332,prioritytelecom.net,Priority Telecom,https://www.prioritytelecom.net/,DNS
3333,ip-91-134-139.eu,OVH SAS,https://www.ovh.com/,DNS
3334,ip-91-121-155.eu,,,
3335,foxtel.com.au,Foxtel,https://www.foxtel.com.au/,first-party host
3336,nfoservers.com,Infoservers,https://infoservers.com,static server
3337,oktv.se,OKTV,https://www.oktv.se/,first-party host
3338,sprintel.cz,Sprintel s.r.o.,https://www.sprintel.cz/,first-party host
3339,percept.ai,Percept,percept.ai,unknown
3340,bash.pw,BASH.PW,https://bash.pw,first-party host
3341,dnsup.net,DNSUP,www.dnsup.net,DNS
3342,minasnet.net,MinasNet,https://www.minasnet.com.br/,static server
3343,lasvegas.net,Las Vegas,lasvegas.net,first-party host
3344,cdn-net.com,CDN.net,https://www.cdn.net/,CDN
3345,zare.com,,,
3346,ukservers.com,UK Servers,https://www.ukservers.com/,static server
