,remote_hostname,company,company_website,result
2900,97ygo.com,Unknown,,Unknown purpose
2901,sywm04.top,Unknown,N/A,DNS
2902,admob.com,AdMob,https://admob.google.com/,advertising
2903,linkplay.com,Linkplay,https://www.linkplay.com/,IoT first-party host
2904,playfirst.com,PlayFirst,playfirst.com,first-party host
2905,arsmarttv.com,AR Smart TV,https://arsmarttv.com/,first-party host
2906,alarmnet.com,Honeywell,https://www.honeywell.com/,First-party host
2907,christmas-solitaire.com,Christmas Solitaire,christmas-solitaire.com,static server
2908,interoute.net,Interoute,https://www.interoute.com,CDN
2909,noris.net,noris network,https://noris.net/,static server
2910,sigmacdn.net,Sigma CDN,http://sigmacdn.net/,CDN
2911,seagate.com,Seagate,seagate.com,Static server
2912,cardgamefreecell.com,Card Game,cardgame.io,first-party host
2913,61-tataidc.co.in,Tata IDC,https://www.tatacommunications.com/,CDN
2914,ip-51-38-51.eu,OVHcloud,https://www.ovhcloud.com/,DNS
2915,niqturbo.net.br,,,
2916,reddirtproxies.io,Red Dirt Proxies,https://reddirtproxies.io/,proxy service provider
2917,ethz.ch,ETH Zurich,www.ethz.ch,first-party host
2918,fastproxy.live,FastProxy,https://fastproxy.live,CDN
2919,hetzner.de,Hetzner,https://www.hetzner.com/,static server
2920,pinterest.ca,Pinterest,https://www.pinterest.com/,marketing
2921,shaw.ca,Shaw Communications,https://www.shaw.ca/,Internet Service Provider (ISP) - first-party host
2922,kabel-deutschland.de,Kabel Deutschland,https://www.kabeldeutschland.de/,first-party host
2923,sonos.radio,Sonos,www.sonos.com,streaming radio service
2924,mucdn.net,MaxCDN,https://www.maxcdn.com/,CDN
2925,spotim.market,SpotIM,https://www.spot.im/,marketing
2926,streamrail.com,StreamRail,https://www.streamrail.com/,Advertising
2927,rtb-seller.com,RTB Seller,https://rtb-seller.com,advertising
2928,zorosrv.com,,,
2929,shopifysvc.com,Shopify,https://www.shopify.com/,CDN
2930,yotpo.com,Yotpo,https://www.yotpo.com/,marketing
2931,popularmechanics.com,Popular Mechanics,https://www.popularmechanics.com/,first-party host
2932,unoadsrv.com,UnoAd,https://www.unoad.com/,Advertising
2933,yellowblue.io,Yellowblue,yellowblue.io,first-party host
2934,cable.net.co,Cable,https://www.cable.net.co/,first-party host
2935,megared.net.mx,Megared,https://www.megared.net.mx/,first-party host
2936,exede.net,Viasat,https://www.viasat.com/,Internet Service Provider
2937,telnor.net,Telnor,https://www.telnor.com/,DNS
2938,sandcats.io,Sandstorm,https://sandstorm.io/,first-party host
2939,machlink.com,MachLink,https://www.tvcconnect.net/machlink/,Internet and TV service provider - first-party host
2940,planeta.dn.ua,,,
2941,tcheturbo.net.br,,,
2942,darpanet.org,DARPANET,https://www.darpanet.org/,DNS
2943,monkeybrains.net,Monkeybrains,https://www.monkeybrains.net/,First-party host
2944,sasknet.sk.ca,SaskTel,https://www.sasktel.com/,DNS
2945,xipline.com,Xipline,https://www.xipline.com,CDN
2946,vivintwireless.net,Vivint Wireless,https://www.vivintwireless.com/,DNS
2947,poka.com,Poka,https://www.poka.com,CDN
2948,cbvnol.com,,,
2949,conwaycorp.net,Conway Corporation,https://www.conwaycorp.com/,first-party host
2950,comsouth.net,ComSouth,https://comsouth.net/,first-party host
2951,plateautel.net,Plateau Telecom,https://www.plateautel.com/,DNS
2952,bigbend.net,Big Bend Telephone Company,https://bigbend.net/,DNS
2953,iwantwireless.ca,I Want Wireless,https://www.iwantwireless.ca/,first-party host
2954,yucca.net,YuccaNet,http://www.yucca.net/,DNS
2955,nbcnews.com,NBC,https://www.nbcuniversal.com/,first-party host
2956,aetnd.com,,,
2957,hopto.org,HopTo Inc.,https://www.hopto.com/,First-party host
2958,btcentralplus.com,BT,https://www.bt.com/,CDN
2959,virtua.com.br,Virtua,virtua.com.br,Internet Service Provider (ISP)
2960,viettel.vn,Viettel Group,https://viettel.com.vn/,first-party host
2961,cstorm.is,CStorm,https://cstorm.is/,CDN
2962,surfer.at,Surfer.at,https://www.surfer.at/,first-party host
2963,sparkbb.co.nz,Spark,https://www.spark.co.nz/,First-party host
2964,myddns.rocks,MyDDNS.rocks,https://myddns.rocks/,DNS
2965,net1.bg,NET1,https://net1.bg/,DNS
2966,dnlab.ru,DNLAB,https://dnlab.ru/,first-party host
2967,sailinternet.net,Sail Internet,https://www.sailinternet.com/,First-party host
2968,atlanticbb.net,Atlantic Broadband,https://atlanticbb.com/,DNS
2969,embarqhsd.net,Embarqhsd,embarqhsd.net,DNS
2970,cgocable.ca,Cogeco,https://www.cogeco.ca/,First-party host
2971,ftc-i.net,FTC,https://www.ftc-i.net/,DNS
2972,intrstar.net,Intrstar Communications,https://www.intrstar.com/,DNS
2973,logantele.com,Logan Tele,logantele.com,DNS
2974,duo-county.com,Duo County Telecom,duo-county.com,first-party host
2975,rockstargames.com,Rockstar Games,https://www.rockstargames.com/,first-party host
2976,premieronline.net,Premier Online,premieronline.net,static server
2977,tdc.net,TDC,https://tdc.dk/,DNS
2978,zhong-ren.net,Zhong Ren,https://zhong-ren.net/,First-party host
2979,group-ib.ru,Group-IB,https://www.group-ib.com/,security and investigations
2980,threembb.co.uk,Three UK,https://www.three.co.uk/,first-party host
2981,dodo.net.au,Dodo,https://www.dodo.com/,Static server
2982,softether.net,SoftEther Corporation,https://www.softether.com/,VPN solution provider
2983,ligtel.com,Ligtel Communications,https://www.ligtel.com/,first-party host
2984,antik.sk,Antik Telecom,https://www.antik.sk/,first-party host
2985,torlock.com,Torlock,https://www.torlock.com/,Torrent tracker
2986,ipapi.co,IPAPI,https://ipapi.co/,analytics
2987,magic-heaven.info,Unknown,,Unknown purpose (potentially malicious domain)
2988,notifiarr.com,Notifiarr,https://notifiarr.com/,First-party host
2989,opensubtitles.org,OpenSubtitles,https://www.opensubtitles.org/,static server
2990,jeded.com,,,
2991,servarr.com,Servarr,https://servarr.com/,first-party host
2992,hosted-by-rootlayer.net,RootLayer,https://www.rootlayer.net/,static server
2993,torrentgalaxy.to,TorrentGalaxy,torrentgalaxy.to,first-party host
2994,silhcdn.com,Silhouette America,https://www.silhouetteamerica.com/,CDN
2995,yts.mx,YTS,https://yts.mx,first-party host
2996,wgplayer.xyz,Unknown,,Advertising
2997,okta.com,Okta,https://www.okta.com/,first-party host
2998,librivox.org,LibriVox,www.librivox.org,static server
2999,chello.pl,UPC Polska,https://www.upc.pl/,first-party host
