,remote_hostname,company,company_website,result
1500,glasswire.com,GlassWire,https://www.glasswire.com/,analytics
1501,mb-internal.com,MB Internal,https://mb-internal.com/,first-party host
1502,nos-avg.cz,AVG Technologies,https://www.avg.com/,Antivirus software provider
1503,avira.com,Avira,https://www.avira.com/,first-party host
1504,upc.ie,UPC Ireland,https://www.upc.ie/,First-party host
1505,fireoscaptiveportal.com,FireOS Captive Portal,https://developer.amazon.com/docs/fire-tv/captive-portal.html,First-party host
1506,slack-edge.com,"Slack Technologies, Inc.",https://slack.com/,CDN
1507,robinhood.com,Robinhood,https://www.robinhood.com/,first-party host
1508,dpreview.com,Digital Photography Review,https://www.dpreview.com,analytics
1509,whatsapp.com,WhatsApp,whatsapp.com,first-party host
1510,sophosxl.net,Sophos,https://www.sophos.com/,CDN
1511,sophosupd.com,Sophos,https://www.sophos.com/,CDN
1512,inboxsdk.com,InboxSDK,inboxsdk.com,marketing
1513,eff.org,Electronic Frontier Foundation,https://www.eff.org/,First-party host
1514,mega.co.nz,Mega Limited,https://mega.nz/,Static server
1515,arstechnica.com,Ars Technica,https://arstechnica.com/,first-party host
1516,packagecloud.io,PackageCloud,https://packagecloud.io/,CDN
1517,rkdms.com,RKDMS,https://www.rkdms.com/,marketing
1518,skimresources.com,Skimlinks,https://skimlinks.com/,Advertising
1519,parsely.com,Parse.ly,https://www.parse.ly/,Analytics
1520,servebom.com,ServeBom,servebom.com,CDN
1521,narrativ.com,Narrativ,www.narrativ.com,marketing
1522,cachefly.net,CacheFly,https://www.cachefly.com/,CDN
1523,admission.net,Admission.net,https://www.admission.net/,Education-related admission service provider
1524,hubitat.com,Hubitat,hubitat.com,first-party host
1525,keybaseapi.com,Keybase,https://keybase.io/,first-party host
1526,celtra.com,Celtra,https://www.celtra.com/,marketing
1527,nknlabs.io,NKN Labs,https://www.nkn.org/,first-party host
1528,name-servers.ch,Name-Servers.ch,https://www.name-servers.ch/,DNS
1529,man---dns-main.city,MAN,https://www.man.eu/en/index.html,DNS
1530,wanadoo.fr,Wanadoo,https://www.wanadoo.fr/,Internet Service Provider (ISP) and first-party host
1531,binaryedge.ninja,BinaryEdge,https://www.binaryedge.io/,analytics
1532,exposuremonitoring.in,,,
1533,my3cx.fr,3CX,https://www.3cx.com/,first-party host
1534,netatmo.net,Netatmo,https://www.netatmo.com/,first-party host
1535,openweathermap.org,OpenWeatherMap,https://openweathermap.org/,Weather data and forecasting API provider
1536,ampereinnotech.com,Ampere Innotech,ampereinnotech.com,first-party host
1537,alipay.com,Alipay,https://www.alipay.com/,payment processor
1538,alibabadns.com,Alibaba,https://www.alibaba.com/,DNS
1539,alicdn.com,Alibaba Group,https://www.alibaba.com/,CDN
1540,creativecdn.com,Creative CDN,https://www.creativecdn.com/,CDN
1541,smartadserver.com,Smart Ad Server,https://smartadserver.com/,advertising
1542,alibaba.com,Alibaba Group,www.alibaba.com,e-commerce marketplace
1543,gemius.pl,Gemius,https://www.gemius.com/,analytics
1544,useinsider.com,Useinsider,https://useinsider.com/,marketing
1545,entouch.net,EnTouch Controls,https://entouchcontrols.com/,first-party host
1546,mysqueezebox.com,Logitech,https://www.logitech.com/,First-party host
1547,udemy.com,Udemy,www.udemy.com,first-party host
1548,amazonpmi.com,Amazon,https://www.amazon.com/,marketing
1549,canonical.com,Canonical Ltd.,https://www.canonical.com/,CDN
1550,sjtu.edu.cn,Shanghai Jiao Tong University,https://www.sjtu.edu.cn/,First-party host
1551,myqnapcloud.com,"QNAP Systems, Inc.",https://www.qnap.com,CDN
1552,wbroadband.net.au,Westnet Broadband,https://www.westnet.com.au/,Internet Service Provider
1553,edis.at,EDIS GmbH,https://www.edis.at/,Static server
1554,vidazoo.com,Vidazoo,https://www.vidazoo.com/,advertising
1555,smile.io,Smile.io,https://smile.io/,marketing
1556,adguard.com,AdGuard,https://adguard.com/,advertising
1557,inspectlet.com,Inspectlet,https://www.inspectlet.com/,analytics
1558,disconnect.me,Disconnect,https://disconnect.me/,DNS
1559,hosts-file.net,Hosts-File.net,http://hosts-file.net,DNS
1560,waqi.info,World Air Quality Index Project,https://waqi.info/,analytics
1561,pollen.com,Pollen,https://www.pollen.com/,analytics
1562,mtdd.tk,Unknown,Unknown,Unknown
1563,nwsvr2.com,Unknown,Unknown,Static Server
1564,amazon.it,Amazon,https://www.amazon.com/,e-commerce
1565,wetransfer.net,WeTransfer,https://wetransfer.com/,CDN
1566,adhigh.net,AdHigh,http://www.adhigh.net/,advertising
1567,ebayrtm.com,eBay,www.ebay.com,tracking
1568,systemcdn.net,SystemCDN,https://systemcdn.net/,CDN
1569,streamguys1.com,StreamGuys,https://www.streamguys.com/,CDN
1570,rlje.net,RLJ Entertainment,https://www.rljentertainment.com/,CDN
1571,ccleaner.com,Piriform,ccleaner.com,static server
1572,kanopy.com,Kanopy,https://www.kanopy.com/,static server
1573,tubi.io,Tubi Inc.,https://tubi.tv/,first-party host
1574,hsforms.net,HubSpot,https://www.hubspot.com/,marketing
1575,stackoverflow.com,Stack Overflow,https://stackoverflow.com/,first-party host
1576,hsforms.com,HubSpot,https://www.hubspot.com/,marketing
1577,exacttarget.com,ExactTarget,https://www.salesforce.com/products/marketing-cloud/overview/,marketing
1578,returnpath.net,Return Path,www.returnpath.com,Email tracking and deliverability
1579,embedly.com,Embedly,https://embed.ly/,CDN
1580,aaxads.com,AAX,https://www.aax.media/,advertising
1581,radarr.video,Radarr,radarr.video,static server
1582,paloaltonetworks.com,Palo Alto Networks,https://www.paloaltonetworks.com/,first-party host
1583,utwente.nl,University of Twente,https://www.utwente.nl/,first-party host
1584,ntl.com,NTL,https://www.ntl.com/,first-party host
1585,attribution.report,Attribution,https://attributionapp.com/,marketing
1586,pixsrvcs.com,Pixalate,https://www.pixalate.com/,Advertising
1587,taboola.com,Taboola,https://www.taboola.com/,advertising
1588,guardianapis.com,The Guardian,https://www.theguardian.com,API used for accessing and retrieving articles and other content from The Guardian's website.
1589,moatpixel.com,Moat Pixel,https://moat.com/,analytics
1590,washingtonpost.com,The Washington Post,https://www.washingtonpost.com/,first-party host
1591,tagsrvcs.com,Adobe Systems,https://www.adobe.com/,marketing
1592,browsiprod.com,Unknown,,Unknown
1593,webmd.com,WebMD,www.webmd.com,First-party host
1594,mashable.com,Mashable,https://mashable.com/,marketing
1595,arc.pub,Arc Publishing,https://www.arcpublishing.com/,CDN
1596,zopim.com,Zopim,https://www.zopim.com/,analytics
1597,zendesk.com,Zendesk,https://www.zendesk.com/,first-party host
1598,1password.com,1Password,https://1password.com/,first-party host
1599,mktoresp.com,Marketo,https://www.marketo.com/,marketing
