,remote_hostname,company,company_website,result
3500,nayatel.pk,Nayatel,https://www.nayatel.com/,static server
3501,axntechnologies.in,AXN Technologies,https://axntechnologies.in/,First-party host
3502,awsdns-03.co.uk,Amazon Web Services,https://aws.amazon.com/,DNS
3503,voncp.com,Vonage,www.vonage.com,DNS
3504,neohub.co.uk,NeoHub,neohub.co.uk,first-party host
3505,telecom.kz,Telecom Kazakhstan,https://telecom.kz/en,DNS
3506,weathercloud.net,Weathercloud,https://weathercloud.net/,weather tracking
3507,dynamic-m.com,Dynamic Messaging,https://www.dynamic-m.com/,marketing
3508,80.in-addr.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS
3509,btncdn.com,Button Inc.,https://www.usebutton.com/,CDN
3510,uh.edu,University of Houston,https://uh.edu/,First-party host
3511,alaska.edu,University of Alaska,https://www.alaska.edu/,first-party host
3512,bain.com,Bain & Company,https://www.bain.com/,first-party host
3513,okstate.edu,Oklahoma State University,https://www.okstate.edu/,First-party host
3514,vmwservices.com,VMware,https://www.vmware.com/,CDN
3515,telenor.com,Telenor,https://www.telenor.com/,first-party host
3516,adobejanus.com,Adobe,https://www.adobe.com/,CDN
3517,gartner.com,Gartner,www.gartner.com,analytics
3518,signal.is,Signal Messenger,https://signal.org/,first-party host
3519,cnt-grms.ec,Criteo,https://www.criteo.com/,Advertising
3520,telecom.sk,Telecom SK,https://www.telecom.sk/,DNS
3521,falcon1.net,Falcon1,https://www.falcon1.net/,unknown
3522,orbitbhyve.com,Orbit,orbitonline.com,first-party host
3523,project25499.com,,,
3524,posttv.com,The Washington Post,www.washingtonpost.com,marketing
3525,inaf.it,National Institute for Astrophysics (INAF),https://www.inaf.it/,first-party host
3526,comfortel.pro,Comfortel,https://comfortel.pro/,first-party host
3527,fvds.ru,,,
3528,se-ssl-cloud.com,,,
3529,ccma.cat,Corporació Catalana de Mitjans Audiovisuals,https://www.ccma.cat/,first-party host
3530,diyadvice.com,DIY Advice,https://www.diyadvice.com/,first-party host
3531,athena.io,Athena,https://www.athena.io/,analytics
3532,fu-berlin.de,Freie Universität Berlin,https://www.fu-berlin.de/,first-party host
3533,access.ly,Accessly,https://access.ly/,analytics
3534,orange-business.com,Orange Business Services,https://www.orange-business.com/,first-party host
3535,chefsteps.com,ChefSteps,https://www.chefsteps.com,first-party host
3536,abissnet.al,Abissnet,https://www.abissnet.al/,First-party host
3537,zedfilter.xyz,Zedfilter,https://www.zedfilter.xyz/,DNS
3538,rundsp.com,Rundsp,https://rundsp.com/,advertising
3539,vylmedia.com,Vyl Media,vylmedia.com,advertising
3540,vieraconnect.tv,Panasonic,https://www.panasonic.com/,smart TV platform for streaming and accessing online content
3541,g4c5j.com,N/A,N/A,unknown/unsafe
3542,cloud-ips.com,Cloud-IPS,https://www.cloud-ips.com/,DNS
3543,rediris.es,RedIRIS,https://www.rediris.es/,DNS
3544,gen4.ninja,Gen4,https://gen4.ninja/,CDN
3545,appsmb.com,Appsmb,https://appsmb.com/,marketing
3546,ibmcloud.com,IBM,https://www.ibm.com/,CDN
3547,snaptube.in,Snaptube,https://www.snaptubeapp.com/,marketing
3548,withings.com,Withings,https://www.withings.com/,First-party host
3549,bloomsky.com,BloomSky,https://www.bloomsky.com/,IoT device manufacturer website - first-party host
3550,anovaculinary.com,Anova Culinary,anovaculinary.com,first-party host
3551,iot-dns.com,IoT DNS,https://www.iot-dns.com/,DNS
3552,mineproxy.ga,Unknown,,DNS
3553,tendplatform.com,Tend,https://www.tend.ai/,marketing
3554,geappliances.com,GE Appliances,www.geappliances.com,first-party host
3555,seluxit.com,Seluxit,https://www.seluxit.com,first-party host
3556,your-loop.com,,,
3557,zodiac.com,Zodiac,zodiac.com,marketing
3558,foobot.io,Foobot,https://www.foobot.io/,analytics
3559,vzwfemto.com,Verizon Wireless,https://www.verizonwireless.com,DNS
3560,bosch.de,Bosch,www.bosch.com,first-party host
