,Unnamed: 0,remote_hostname,company,company_website,result
0,725,uchicago.edu,University of Chicago,https://www.uchicago.edu/,DNS
1,725,uchicago.edu,The University of Chicago,https://www.uchicago.edu/,DNS
2,725,uchicago.edu,University of Chicago,www.uchicago.edu,"{'purpose': 'Education', 'type': 'Academic institution'}"
3,725,uchicago.edu,University of Chicago,https://www.uchicago.edu/,DNS
4,725,uchicago.edu,University of Chicago,https://www.uchicago.edu/,"['educational', 'institution website']"
5,1740,southwestairlines.com,Southwest Airlines,southwestairlines.com,Airline ticket booking and management
6,1740,southwestairlines.com,Southwest Airlines,southwestairlines.com,"Airline ticket booking, reservation management, travel information, and customer support"
7,1740,southwestairlines.com,Southwest Airlines,https://www.southwest.com/,"This domain is the main website of Southwest Airlines, which serves as a platform for customers to book flights, manage reservations, check flight statuses, and access other information related to the airline industry."
8,1740,southwestairlines.com,Southwest Airlines,southwestairlines.com,"This is the official website of Southwest Airlines. It serves as a booking and reservation platform for flights, as well as a source of information for airline policies, flight schedules, destinations, and corporate information. The website also includes customer support, such as managing reservations, checking flight status, and exploring travel deals and promotions."
9,1740,southwestairlines.com,Southwest Airlines,www.southwest.com,booking and managing flights
10,2772,plus.net,Plusnet,https://www.plus.net/,Internet Service Provider (ISP)
11,2772,plus.net,Plusnet,https://www.plus.net/,Internet Service Provider (ISP)
12,2772,plus.net,Plusnet,https://www.plus.net/,Internet Service Provider (ISP)
13,2772,plus.net,Plusnet,https://www.plus.net/,"['Internet Service Provider', 'Web Hosting', 'DNS']"
14,2772,plus.net,Plusnet,https://www.plus.net/,Internet Servicer Provider (ISP)
15,1719,mycloud.com,MyCloud,https://www.mycloud.com/,It is not possible to determine the purpose of the domain without additional information or access to the website's infrastructure.
16,1719,mycloud.com,MyCloud,https://mycloud.com,It is not possible to determine the purpose of the domain without additional information or access to the website. The domain name alone does not provide enough context to identify the specific purpose or function of the website.
17,1719,mycloud.com,Mycroft Computing,https://www.mycroft.com,It is unclear what the purpose of the domain mycloud.com is without additional information.
18,1719,mycloud.com,mycloud,https://mycloud.com,"It is unclear from the domain name alone whether the company operates a cloud storage service, provides cloud-based computing services or operates other types of online service. Further information or context is required to determine the specific purpose of the domain."
19,1719,mycloud.com,mycloud,https://mycloud.com,Unable to determine the purpose of the domain without additional information or access to the website's server configurations.
20,1116,criteo.com,Criteo,https://www.criteo.com/,Advertising
21,1116,criteo.com,Criteo,https://www.criteo.com/,Marketing/Advertising
22,1116,criteo.com,Criteo,https://www.criteo.com/,advertising
23,1116,criteo.com,Criteo,https://www.criteo.com/,marketing
24,1116,criteo.com,Criteo,criteo.com,advertising
25,3500,nayatel.pk,Nayatel,https://www.nayatel.com/,Internet Service Provider (ISP)
26,3500,nayatel.pk,Nayatel,https://nayatel.pk/,Internet Service Provider
27,3500,nayatel.pk,Nayatel,https://nayatel.pk/,"{'purpose': 'Internet Service Provider', 'services': ['Fiber Optic Internet', 'Cable TV', 'IP Phone']}"
28,3500,nayatel.pk,Nayatel,https://www.nayatel.com/,"{'purpose': 'Internet Service Provider', 'services': ['Fiber Optic Internet', 'Corporate Internet', 'ICT solutions', 'Hosted Services'], 'coverage_area': ['Islamabad', 'Rawalpindi', 'Peshawar']}"
29,3500,nayatel.pk,Nayatel,https://nayatel.pk/,"FTTH Provider, offering different internet packages and services."
30,2547,switchnap.com,SwitchNAP,https://www.switchnap.com/,Data center and colocation services
31,2547,switchnap.com,Switchnap,https://www.switchnap.com/,static server
32,2547,switchnap.com,Switchnap,https://www.switchnap.com/,static server
33,2547,switchnap.com,SwitchNap,https://www.switchnap.com/,data center and cloud services provider
34,2547,switchnap.com,Switch® | Data Center Operator | Build | Deploy | US and EU | Taiwan | China ,switchnap.com,"SwitchNAP's primary aim is to provide world-class data-center solutions for national ICT companies while ensuring wider Africa's evolution in line with the global IT sector norms upon planning,Tier 3 facilities implemented in DC Somalia >>[Refer : africa-business.com/Digicon-Invasive_Tech] Requires further information about the sites purpose."
35,852,airwire.ie,Airwire,https://www.airwire.ie/,Internet Service Provider
36,852,airwire.ie,Airwire,https://www.airwire.ie/,Internet Service Provider (ISP)
37,852,airwire.ie,Airwire,airwire.ie,Internet Service Provider (ISP)
38,852,airwire.ie,Airwire,https://airwire.ie/,Internet Service Provider
39,852,airwire.ie,Airwire,https://airwire.ie/,It seems to be the website of the company providing internet and phone services.
40,408,boltdns.net,BoltDNS,https://boltdns.net/,DNS provider
41,408,boltdns.net,BoltDNS,https://boltdns.net/,DNS provider
42,408,boltdns.net,BoltDNS,https://boltdns.net/,DNS service provider
43,408,boltdns.net,BoltDNS,https://boltdns.net/,DNS hosting and management service
44,408,boltdns.net,BoltDNS,https://boltdns.net/,DNS hosting service
45,1234,not--thi-s-one.builders,Unknown,,Unable to identify the purpose of the domain as it does not seem to be a valid domain name.
46,1234,not--thi-s-one.builders,Unknown,,Unable to identify the purpose of the domain not--thi-s-one.builders as it does not appear to be a valid domain name.
47,1234,not--thi-s-one.builders,Unknown,Unknown,Invalid domain. Please provide a valid domain name.
48,1234,not--thi-s-one.builders,,,The domain appears to be invalid or inactive.
49,1234,not--thi-s-one.builders,,,
50,2656,hubapi.com,HubSpot,https://www.hubspot.com/,marketing
51,2656,hubapi.com,HubSpot,https://www.hubspot.com/,marketing
52,2656,hubapi.com,HubSpot,https://www.hubspot.com/,marketing
53,2656,hubapi.com,HubSpot,www.hubspot.com,"Marketing, Analytics"
54,2656,hubapi.com,HubSpot,https://www.hubspot.com/,Marketing and analytics domain
55,3011,openaq.org,OpenAQ,https://openaq.org/,Air quality data tracking and sharing platform
56,3011,openaq.org,OpenAQ,https://openaq.org/,"The purpose of the domain is to provide access to air quality data from around the world, including real-time and historical data. It serves as a platform for researchers, scientists, and citizens to access and analyze air quality data for various purposes such as research, advocacy, and policy-making."
57,3011,openaq.org,OpenAQ,https://openaq.org/,air quality data tracking and sharing platform
58,3011,openaq.org,OpenAQ,https://openaq.org/,Environmental data tracking platform
