,Unnamed: 0,remote_hostname,company,company_website,result
0,2644,kbronet.com.tw,"Kbro Co., Ltd.",https://www.kbro.com.tw/,First-party host
1,2644,kbronet.com.tw,Kbro,https://www.kbro.com.tw/,DNS
2,2162,pi-charter.net,PI Charter,https://www.pi-charter.net/,static server
3,2162,pi-charter.net,PI Charter,https://pi-charter.net,static server
4,199,audible.com,Audible,https://www.audible.com/,first-party host
5,199,audible.com,Audible,https://www.audible.com,first-party host
6,2706,volia.net,Volia,https://volia.com,first-party host
7,2706,volia.net,Volia,https://www.volia.com/,DNS
8,904,dazn.com,DAZN,https://www.dazn.com,sports streaming service
9,904,dazn.com,DAZN,https://www.dazn.com/,marketing
10,363,shoptv.com,ShopTV,https://www.shoptv.com/,marketing
11,363,shoptv.com,ShopTV,https://shoptv.com/,marketing
12,1121,betrad.com,Beeswax,https://www.beeswax.com/,advertising
13,1121,betrad.com,Beeswax,https://www.beeswax.com/,advertising
14,2673,omegacdn.net,Omega CDN,https://omegacdn.net/,CDN
15,2673,omegacdn.net,Omega CDN,https://www.omegacdn.net/,CDN
16,2425,myiphost.com,DNS,https://myiphost.com/,The purpose of the provided URL is to provide the DNS lookup service for resolving the IP address of a given domain name.
17,2425,myiphost.com,DNS,https://myiphost.com/,The provided URL seems to be a DNS provider website that provides services to lookup IP address and domain name information.
18,1896,sail-horizon.com,Sail Horizon,https://sail-horizon.com/,static server
19,1896,sail-horizon.com,Sail Horizon,https://sail-horizon.com/,It is not possible to determine the purpose of the provided URL without additional information.
20,2516,ubianet.com,UbiAneT,https://ubianet.com/,It is not possible to determine the purpose of the provided URL without additional information.
21,2516,ubianet.com,Ubiquiti Networks,https://www.ui.com/,CDN
22,2813,mitene.us,Mitene,https://mitene.us/,first-party host
23,2813,mitene.us,Mitene,https://mitene.us/,DNS
24,911,docker.io,"Docker, Inc.",https://www.docker.com/,CDN
25,911,docker.io,Docker,https://www.docker.com/,static server
26,1794,redbend.com,Redbend,https://www.redbend.com/,static server
27,1794,redbend.com,Redbend Software,https://www.redbend.com/,CDN
28,3087,ipvanish.com,IPVanish,https://www.ipvanish.com/,VPN service provider
29,3087,ipvanish.com,IPVanish VPN,https://www.ipvanish.com/,VPN service provider
30,3386,awsdns-06.com,Amazon Web Services,https://aws.amazon.com/,DNS
31,3386,awsdns-06.com,Amazon Web Services,https://aws.amazon.com/,DNS
32,1548,amazonpmi.com,Amazon,https://www.amazon.com/,CDN
33,1548,amazonpmi.com,Amazon,https://www.amazon.com/,DNS
34,772,outbrainimg.com,Outbrain,https://www.outbrain.com/,CDN
35,772,outbrainimg.com,Outbrain,https://www.outbrain.com/,CDN
36,510,monoprice.com,Monoprice,https://www.monoprice.com/,e-commerce
37,510,monoprice.com,Monoprice,https://www.monoprice.com/,"e-commerce website for buying electronics, cables, and accessories."
38,2857,nbcuni.com,NBCUniversal,https://www.nbcuniversal.com/,first-party host
39,2857,nbcuni.com,NBCUniversal,https://www.nbcuniversal.com/,It is not possible to determine the purpose of the provided URL without additional information.
40,1880,philips-hue.com,Philips,https://www.philips.com/,marketing
41,1880,philips-hue.com,Philips Hue,https://www.philips-hue.com/,marketing
42,3491,vzwshop.com,Verizon Wireless,https://www.verizonwireless.com/,marketing
43,3491,vzwshop.com,Verizon Wireless,www.verizon.com,marketing
44,227,cloudapp.net,Microsoft Corporation,https://www.microsoft.com/,CDN
45,227,cloudapp.net,CloudApp,https://www.getcloudapp.com/,CDN
46,343,sophos.com,Sophos,https://www.sophos.com/,DNS
47,343,sophos.com,Sophos,https://www.sophos.com/,first-party host
48,1388,fox.com,Fox Broadcasting Company,https://www.fox.com/,first-party host
49,1388,fox.com,Fox Broadcasting Company,https://www.fox.com/,first-party host
50,3366,infuturo.it,In Futuro,https://www.infuturo.it/,first-party host
51,3366,infuturo.it,Infuturo,https://infuturo.it/,first-party host
52,1636,dell.com,Dell,https://www.dell.com/,first-party host
53,1636,dell.com,Dell,www.dell.com,first-party host
54,3436,msocdn.com,Microsoft,https://www.microsoft.com/,CDN
55,3436,msocdn.com,Microsoft Corporation,https://www.microsoft.com/,CDN
56,740,bravesoftware.com,Brave Software,https://brave.com/,marketing
57,740,bravesoftware.com,Brave Software,https://brave.com/,marketing
58,2505,proofpoint.com,Proofpoint,https://www.proofpoint.com/,marketing
59,2505,proofpoint.com,Proofpoint,https://www.proofpoint.com/,marketing
60,2883,sctv.ch,SC Television SA,https://sctv.ch/,"{'purpose': 'first-party host', 'description': 'The provided URL is the first-party host for SC Television SA website.'}"
61,2883,sctv.ch,SCTV,https://sctv.ch/,DNS
62,918,august.com,August,https://august.com/,marketing
63,918,august.com,August Home,https://august.com/,marketing
64,2111,nstorage.org,,,DNS
65,2111,nstorage.org,Unknown,,This URL does not contain enough information to determine its purpose.
66,1236,verizon.net,Verizon Communications Inc.,https://www.verizon.com/,DNS
67,1236,verizon.net,Verizon Communications,https://www.verizon.com,DNS
68,1385,aws-prd.net,Amazon Web Services,https://aws.amazon.com/,CDN
69,1385,aws-prd.net,Amazon Web Services,https://aws.amazon.com/,CDN
70,1469,windstream.net,Windstream Communications,https://www.windstream.com/,first-party host
71,1469,windstream.net,Windstream Communications,https://www.windstream.com/,DNS
72,1310,foresee.com,Foresee,https://www.foresee.com/,analytics
73,1310,foresee.com,Foresee,https://www.foresee.com/,analytics
74,2318,leboncoin.fr,leboncoin,https://www.leboncoin.fr/,classifieds advertising
75,2318,leboncoin.fr,Leboncoin,https://www.leboncoin.fr/,classifieds and marketplace platform
76,113,mineproxy.club,Unknown,,"It is not possible to determine the purpose of the URL provided (mineproxy.club) as it does not belong to any known company or service in the fields of tracking, marketing, advertising, analytics, CDN, static server, DNS or first-party host."
77,113,mineproxy.club,Unknown,,Could not determine the purpose of the provided URL.
78,781,openx.net,OpenX,https://www.openx.com/,advertising
79,781,openx.net,OpenX,https://www.openx.com/,advertising
80,2034,m.me,Facebook,https://www.facebook.com/,first-party host
