,remote_hostname,company,company_website,result
40,wp.com,Automattic,https://automattic.com/,static server
41,domotz.com,Domotz,https://www.domotz.com/,IoT network management and monitoring software provider
42,app-measurement.com,Adobe,https://www.adobe.com/,analytics
43,supersonicads.com,Supersonic,https://www.supersonic.com/,advertising
44,1e100.net,Google,https://www.google.com/,CDN
45,tlnk.io,TLNK,https://tlnk.io/,advertising
46,footprint.net,Footprint Networks,https://www.footprintnetworks.com/,CDN
47,apigee.net,Apigee,https://apigee.com/,CDN
48,mtvnservices.com,ViacomCBS,https://www.viacomcbs.com/,CDN
49,slack-imgs.com,Slack Technologies,https://www.slack.com/,CDN
50,futurecdn.net,Future plc,https://www.futureplc.com/,CDN
51,smarterhq.io,SmarterHQ,https://smarterhq.io/,marketing
52,googleapis.com,Google,https://www.google.com/,CDN
53,microsoft.com,Microsoft Corporation,www.microsoft.com,first-party host
54,msedge.net,Microsoft,https://www.microsoft.com/,first-party host
55,gmail.com,Google,https://www.google.com/,First-party host
56,facebook.com,Facebook,https://www.facebook.com/,first-party host
57,whatsapp.net,WhatsApp,https://www.whatsapp.com/,CDN
58,bugsnag.com,Bugsnag,https://www.bugsnag.com/,analytics
59,android.com,Google,www.google.com,first-party host
