,remote_hostname,company,company_website,result
220,jtvnw.net,"Akamai Technologies, Inc.",https://www.akamai.com/,CDN
221,ampme.com,AmpMe,https://www.ampme.com/,first-party host
222,sonyentertainmentnetwork.com,Sony,https://www.sony.com/,first-party host
223,comcast.net,Comcast Corporation,https://corporate.comcast.com/,first-party host
224,rr.com,Spectrum,https://www.spectrum.com/,first-party host
225,sl-reverse.com,SL-Reverse,sl-reverse.com,DNS
226,myactv.net,Antietam Broadband,https://www.myactv.net/,First-party host
227,cloudapp.net,Microsoft,https://www.microsoft.com/,CDN
228,setaptr.net,Setaptr,https://setaptr.net/,DNS
229,servercontrol.com.au,ServerControl,servercontrol.com.au,DNS
230,unmetered.com,Unmetered,https://unmetered.com/,CDN
231,azure.com,Microsoft,https://www.microsoft.com/,CDN
232,edgecastcdn.net,Verizon Media,https://www.verizonmedia.com/,CDN
233,amazon.co.uk,Amazon,www.amazon.com,first-party host
234,avcdn.net,Akamai Technologies,https://www.akamai.com/,CDN
235,ea.com,Electronic Arts,https://www.ea.com/,first-party host
236,ubi.com,,,
237,respawn.com,Respawn Entertainment,https://www.respawn.com/,first-party host
238,sitestream.net,SiteStream,https://www.sitestream.net/,CDN
239,musical.ly,Musical.ly,https://www.musical.ly/,marketing
