,remote_hostname,company,company_website,result
60,izatcloud.net,IZatCloud,https://www.izatcloud.net,tracking
61,azureedge.net,Microsoft Corporation,https://www.microsoft.com/,CDN
62,crashlytics.com,Crashlytics,https://try.crashlytics.com/,analytics
63,apptimize.com,Apptimize,https://apptimize.com/,analytics
64,eum-appdynamics.com,AppDynamics,https://www.appdynamics.com/,analytics
65,onesignal.com,OneSignal,https://onesignal.com/,marketing
66,acompli.net,Acompli,www.acompli.net,Email client for mobile devices
67,truecaller.com,Truecaller,www.truecaller.com,DNS
68,vivintsky.com,Vivint,https://www.vivint.com/,first-party host
69,wzrkt.com,Wizrocket,https://www.wizrocket.com/,marketing
70,discover.com,Discover Financial Services,https://www.discover.com/,first-party host
71,samsungiotcloud.com,Samsung,https://www.samsung.com/,IoT Cloud service
72,hulu.com,Hulu,https://www.hulu.com/,first-party host
73,googletagservices.com,Google,https://www.google.com/,Advertising
74,samsungcloudsolution.net,Samsung,https://www.samsung.com/,CDN
75,samsungacr.com,Samsung,https://www.samsung.com/,Advertising
76,elasticbeanstalk.com,Amazon Web Services,https://aws.amazon.com/,CDN
77,google-analytics.com,Google,https://www.google.com/,analytics
78,amazoncrl.com,Amazon,https://www.amazon.com/,CDN
79,2mdn.net,Google,https://www.google.com/,advertising
