,remote_hostname,company,company_website,result
3000,bcube.co.uk,BCube Ltd.,https://www.bcube.co.uk/,first-party host
3001,darnet.pl,Darnet,https://www.darnet.pl/,first-party host
3002,veloxzone.com.br,Veloxzone,https://www.veloxzone.com.br/,first-party host
3003,singnet.com.sg,Singtel,www.singtel.com,first-party host
3004,arkada-x.com,Arkada-X,arkada-x.com,first-party host
3005,coditel.net,Coditel,https://www.coditel.net/,first-party host
3006,hawaiiantel.net,Hawaiian Telcom,https://www.hawaiiantel.com/,DNS
3007,townisp.com,TownISP,https://townisp.com/,DNS
3008,goip.de,GoIP,https://www.goip.de/,DNS
3009,networx-bg.com,Networx-BG,networx-bg.com,static server
3010,vertesnet.hu,Vertesnet,https://vertesnet.hu/,first-party host
3011,openaq.org,OpenAQ,https://openaq.org/,analytics
3012,weatherbug.com,WeatherBug,https://www.weatherbug.com/,weather tracking and forecasting
3013,apl-alexa.com,"Amazon.com, Inc.",https://www.amazon.com/,static server
3014,mmechocaptiveportal.com,Unknown,,Captive portal login page
3015,asianet.co.th,Asianet,https://www.asianet.co.th/,first-party host
3016,speedy.com.ar,Speedy,https://www.speedy.com.ar/,Internet Service Provider
3017,au-net.ne.jp,Au Net,https://www.au-net.ne.jp/,DNS
3018,vodafone.de,Vodafone,https://www.vodafone.com/,first-party host
3019,pacificonet.cl,PacificoNet,https://www.pacificonet.cl/,first-party host
3020,nwsvr1.com,,,
3021,myseedbox.site,MySeedBox,https://myseedbox.site,static server
3022,elisa-mobile.fi,Elisa,https://www.elisa.fi/,first-party host
3023,inetia.pl,Inetia,https://inetia.pl/,First-party host
3024,as9105.com,AS 9105,https://www.as9105.com/,DNS
3025,mm.pl,MM,https://www.mm.pl/,marketing
3026,prod-infinitum.com.mx,Prod Infinitum,https://www.infinitum.com.mx/,DNS
3027,gvt.net.br,Governo do Brasil,https://www.gov.br/,DNS
3028,fido.ca,Fido,https://www.fido.ca/,first-party host
3029,euskaltel.es,Euskaltel,https://www.euskaltel.com/,first-party host
3030,freenet.com.ua,Freenet Ukraine,https://www.freenet.com.ua/,DNS
3031,elisa-laajakaista.fi,Elisa Corporation,https://www.elisa.fi/,DNS
3032,espeed.com.bn,eSpeed Solutions,https://www.espeed.com.bn/,CDN
