,remote_hostname,company,company_website,result
1600,marketwatch.com,MarketWatch,www.marketwatch.com,financial news and analysis
1601,flexibits.com,Flexibits,https://flexibits.com,first-party host
1602,1password.ca,1Password,https://1password.com/,First-party host
1603,hover.com,Hover,https://www.hover.com/,DNS
1604,backblazeb2.com,Backblaze,https://www.backblaze.com/,CDN
1605,networking.apple,Apple Inc.,www.apple.com,first-party host
1606,page.link,Google,https://www.google.com/,URL shortener service
1607,waipu.tv,waipu.tv,https://www.waipu.tv/,streaming
1608,bitmovin.com,Bitmovin,https://bitmovin.com/,CDN
1609,wpstr.tv,,,
1610,split.io,Split,https://www.split.io/,CDN
1611,sfr.net,SFR,https://www.sfr.fr/,First-party host
1612,dal.ca,Dalhousie University,https://www.dal.ca/,first-party host
1613,dotsrc.org,dotsrc.org,https://dotsrc.org/,static server
1614,wearetriple.com,Triple,wearetriple.com,marketing
1615,nluug.nl,NLUUG,https://www.nluug.nl/,DNS
1616,subscene.com,Subscene,https://subscene.com/,Static server
1617,byteoversea.com,Byte Oversea,https://www.byteoversea.com/,marketing
1618,gotinder.com,Tinder,https://tinder.com/,dating app
1619,kxcdn.com,KeyCDN,https://www.keycdn.com/,CDN
1620,hpeprint.com,HP Inc.,https://www.hp.com/,first-party host
1621,dognzb.cr,DogNZB,https://dognzb.cr/,first-party host
1622,here.com,HERE Technologies,https://www.here.com/,mapping and location data services provider
1623,breezein.net,Breezein,http://breezein.net,CDN
1624,bahnhof.se,Bahnhof,https://www.bahnhof.se/,Static server
1625,dbankcdn.com,DBank,https://www.dbank.com/,CDN
1626,adikteev.com,Adikteev,www.adikteev.com,Advertising
1627,cam.ac.uk,University of Cambridge,https://www.cam.ac.uk/,first-party host
1628,google.co.nz,Google,https://www.google.com,first-party host
1629,spiderspace.co.uk,SpiderSpace,https://www.spiderspace.co.uk/,static server
1630,chickenkiller.com,,,
1631,pushwoosh.com,Pushwoosh,https://www.pushwoosh.com/,marketing
1632,netatmo.com,Netatmo,https://www.netatmo.com,first-party host
1633,bingapis.com,Microsoft,https://www.microsoft.com/,CDN
1634,clearleap.com,Clearleap,https://www.clearleap.com/,CDN
1635,hbonordic.com,HBO Nordic,hbonordic.com,first-party host
1636,dell.com,Dell Technologies,https://www.delltechnologies.com/,first-party host
1637,wsglb0.com,,,
1638,zhihu.com,Zhihu,https://www.zhihu.com/,first-party host
1639,qpic.cn,Tencent,https://www.tencent.com/en-us/,CDN
1640,qlogo.cn,Tencent,https://www.tencent.com/,CDN
1641,shifen.com,Shifen,shifen.com,CDN
1642,jomodns.com,JomoDNS,https://www.jomodns.com/,DNS
1643,cdntip.com,CDNTip,https://cdntip.com/,CDN
1644,blizzard.com,Blizzard Entertainment,https://www.blizzard.com,first-party host
1645,logitech.io,Logitech,https://www.logitech.com/,first-party host
1646,battle.net,Blizzard Entertainment,https://www.blizzard.com/,first-party host
1647,logi.com,Logitech,logitech.com,first-party host
1648,wustl.edu,Washington University in St. Louis,https://wustl.edu/,first-party host
1649,stanford.edu,Stanford University,https://www.stanford.edu/,first-party host
1650,uwaterloo.ca,University of Waterloo,uwaterloo.ca,first-party host
1651,rit.edu,Rochester Institute of Technology,https://www.rit.edu,first-party host
1652,globalsign.com,GlobalSign,https://www.globalsign.com/,first-party host
1653,metu.edu.tr,Middle East Technical University,https://www.metu.edu.tr/,first-party host
1654,uni-bonn.de,University of Bonn,www.uni-bonn.de,first-party host
1655,usertrust.com,Comodo CA,comodo.com,Certificate Authority
1656,comodoca.com,Comodo CA,https://www.comodo.com/,DNS
1657,dfn.de,DFN,https://www.dfn.de/,DNS
1658,mathjax.org,MathJax,https://www.mathjax.org/,CDN
1659,appcloudbox.net,AppCloudBox,https://appcloudbox.net/,CDN
1660,twilio.com,Twilio,twilio.com,CDN
1661,feralhosting.com,Feral Hosting,https://www.feralhosting.com/,static server
1662,telegram.org,Telegram,telegram.org,First-party host
1663,hvvc.us,,,
1664,ui.com,Ubiquiti Inc.,https://www.ui.com/,first-party host
1665,1337x.to,1337x,https://1337x.to/,torrent tracking
1666,resilio.com,Resilio Inc.,https://www.resilio.com/,CDN
1667,digitaloceanspaces.com,DigitalOcean,https://www.digitalocean.com/,CDN
1668,themoviedb.org,The Movie Database,https://www.themoviedb.org/,analytics
1669,npmjs.org,"npm, Inc.",https://www.npmjs.com/,CDN
1670,aeonlucid.com,Aeon Lucid,www.aeonlucid.com,first-party host
1671,cinemaz.to,Cinemaz,https://cinemaz.to/,first-party host
1672,wsj.net,The Wall Street Journal,https://www.wsj.com/,first-party host
1673,plesk.page,Plesk,https://www.plesk.com/,Static Server
1674,giraffic.com,Giraffic,giraffic.com,CDN
1675,yandex.com,Yandex,https://yandex.com/,search engine and internet-related services
1676,aliexpress.com,AliExpress,https://www.aliexpress.com/,e-commerce marketplace
1677,ssacdn.com,StackPath,www.stackpath.com,CDN
