,remote_hostname,company,company_website,result
2000,as43234.net,Arendal Kommune,https://www.arendal.kommune.no/,DNS
2001,cmds-tachyon.com,CDN,https://cmds-tachyon.com/,The provided URL belongs to a Content Delivery Network (CDN) provider.
2002,usabilla.com,Usabilla,https://usabilla.com,analytics
2003,truste-svc.net,TrustArc,https://www.trustarc.com/,tracking
2004,lametric.com,LaMetric,https://lametric.com/,marketing
2005,cquotient.com,CQuotient,https://www.sailthru.com/,marketing
2006,rakuten.com,Rakuten,https://www.rakuten.com/,marketing
2007,oath.cloud,Oath,https://www.oath.com/,marketing
2008,media6degrees.com,Media6Degrees,https://www.media6degrees.com/,marketing
2009,inside-graph.com,InsideGraph,https://inside-graph.com/,analytics
2010,bitwarden.com,Bitwarden,https://bitwarden.com/,first-party host
2011,sweettooth.io,Sweet Tooth,https://www.sweettoothrewards.com/,marketing
2012,auvik.com,Auvik Networks Inc.,https://www.auvik.com/,CDN
2013,leaseweb.com,Leaseweb,https://www.leaseweb.com,CDN
2014,wo-cloud.com,WO-Cloud,https://wo-cloud.com/,CDN
2015,youborafds01.com,Unknown,,The purpose of the provided URL is unclear or potentially malicious.
2016,ntp.org.cn,NTP Pool Project,https://www.ntppool.org/,DNS
2017,tableau.com,Tableau,https://www.tableau.com/,analytics
2018,telefonica.net,Telefónica,https://www.telefonica.com/,DNS
2019,abtasty.com,AB Tasty,https://www.abtasty.com/,marketing
2020,videoplaza.tv,Videoplaza,https://www.videoplaza.com/,advertising
2021,media-lab.ai,Media Lab,https://media-lab.ai/,"It is not possible to determine the purpose of the provided URL as it appears to be the website of Media Lab, and not a specific tracking, marketing, advertising, analytics, CDN, static server, DNS, or first-party host service."
2022,emisiondof6.com,Unknown,,Cannot determine the purpose of the URL.
2023,telefonica.com,Telefónica,https://www.telefonica.com/,"{'purpose': 'first-party host', 'description': ""Telefónica is a telecommunications company that provides services such as mobile and fixed-line telephony, broadband, and digital services. The URL provided (telefonica.com) is the company's official website and is used as a first-party host to provide information about the company and its products/services to its customers and other visitors.""}"
2024,dof6.com,Unknown,,Unable to determine the purpose of the URL. It may not belong to any of the listed types.
2025,lifx.com,LIFX,https://www.lifx.com/,static server
2026,lifx.co,LIFX,https://www.lifx.com/,marketing
2027,114dns.com,114DNS,https://www.114dns.com/,DNS
2028,snssdk.com,ByteDance,https://www.bytedance.com/,CDN
2029,pstatp.com,unknown,,"It is not possible to determine the purpose of the provided URL with certainty. However, based on the name 'pstatp' and some online research, it is possible that it could be related to analytics or advertising for a specific app or platform. Further investigation is recommended."
2030,cloudlinks.cn,CloudLinks,https://www.cloudlinks.cn/,DNS
2031,alidns.com,Alibaba Cloud,https://www.alibabacloud.com/,DNS
2032,jivox.com,Jivox,https://www.jivox.com/,marketing
2033,worxlandroid.com,Worx Landroid,https://www.worxlandroid.com/,marketing
2034,m.me,Facebook,https://www.facebook.com/,m.me is a first-party host that Facebook uses for their Messenger platform. It allows users to easily access conversations with businesses and other users through a shortened URL.
2035,messenger.com,Facebook,https://www.facebook.com/,first-party host
2036,youtu.be,Google,https://www.google.com/,CDN
2037,fb.gg,Facebook,https://www.facebook.com/,marketing
2038,withings.net,Withings,https://www.withings.com,marketing
2039,answerscloud.com,Answers Corporation,https://www.answers.com,marketing
2040,dropboxusercontent.com,Dropbox,https://www.dropbox.com/,CDN
2041,luminati.io,Luminati,https://luminati.io/,proxy service for data collection and web scraping
2042,luminatinet.com,Luminati Networks,https://luminati.io/,proxy and residential IP network provider
2043,bfmio.com,Unknown,,The purpose of the provided URL could not be determined.
2044,hola.org,Hola Networks Ltd.,https://hola.org/,CDN
2045,lum-superproxy.io,Luminati,https://luminati.io/,proxy/CDN
2046,axs.com,AXS,https://www.axs.com,ticketing and event management
2047,123freecell.com,TreeCardGames,https://www.treecardgames.com/,First-party host
2048,ignorelist.com,Ignorelist,https://ignorelist.com/,DNS
2049,clmbtech.com,clmbtech,https://clmbtech.com/,advertising
2050,adgear.com,AdGear,https://adgear.com,marketing
2051,webrootcloudav.com,Webroot,https://www.webroot.com/,antivirus and internet security services
2052,powerbi.com,Microsoft,https://www.microsoft.com/,marketing
2053,sssnet.com,SSSNET,https://www.sssnet.com/,DNS
2054,beam.pro,"Beam Interactive, LLC",https://beam.pro/,first-party host
2055,audioeye.com,AudioEye,https://www.audioeye.com/,analytics
2056,highwebmedia.com,Highweb Media,https://highwebmedia.com/,marketing
2057,pub-tmaws.io,CDN77,https://www.cdn77.com/,CDN
2058,safebee.com,SafeBee,https://www.safebee.com/,marketing
2059,basis.net,Basis Technologies,https://www.basistechnologies.com/,static server
2060,salecycle.com,SaleCycle,https://www.salecycle.com/,marketing
2061,dzcdn.net,DZEN Technologies Inc.,https://www.dzen.com/,CDN
2062,2i3.net,2i3.net,https://www.2i3.net/,DNS
2063,dellsupportcenter.com,Dell,https://www.dell.com/,first-party host
2064,amcrestcloud.com,Amcrest,https://amcrest.com/,cloud-based video surveillance service
2065,amcrestview.com,Amcrest,https://amcrest.com/,first-party host
2066,amcrestsecurity.com,Amcrest,https://amcrest.com/,marketing
2067,usbla.net,Unknown,,Unable to determine the purpose of the provided URL
2068,arin.net,American Registry for Internet Numbers (ARIN),https://www.arin.net/,DNS
2069,in-addr-servers.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS
2070,idrive.com,IDrive,https://www.idrive.com/,backup and cloud storage service
2071,ibackup.com,iBackup,https://www.ibackup.com/,static server
2072,leanstream-hq.com,LeanStream,https://www.leanstreamhq.com/,marketing
2073,ip-api.com,ip-api.com,https://ip-api.com/,analytics
2074,edgecastdns.net,Verizon Media,https://www.verizonmedia.com/,DNS
2075,readdle.com,Readdle,https://readdle.com/,marketing
2076,obihai.com,Obihai Technology,https://www.obitalk.com/,static server
2077,obitalk.com,Obihai Technology,https://www.obitalk.com/,first-party host
2078,136.in-addr.arpa,DNS,https://www.iana.org/domains/root/db,Domain Name System (DNS) is responsible for translating domain names into IP addresses and vice versa. The provided URL is a reverse DNS domain that maps IP addresses to domain names.
2079,mycingular.net,AT&T,https://www.att.com/,DNS
2080,ericashome.com,Erica's Home,https://ericashome.com/,first-party host
2081,premiumize.me,premiumize.me,https://www.premiumize.me/,{'purpose': 'CDN'}
2082,krypt.com,Krypt,https://www.krypt.com/,It is not possible to determine the purpose of the provided URL without additional information.
2083,nzbgeek.info,NZBGeek,https://nzbgeek.info/,first-party host
2084,vesync.com,VeSync,https://www.vesync.com/,marketing
2085,ngxcld.com,NGINX Inc.,https://www.nginx.com/,CDN
2086,myhomescreen.tv,MyHomeScreen.tv,https://myhomescreen.tv/,static server
2087,getyourguide.com,GetYourGuide,https://www.getyourguide.com/,marketing
2088,doub.ly,DoublClick,https://www.doubleclickbygoogle.com/,advertising
2089,optonline.net,Optimum Online,https://www.optimum.net/,DNS
2090,readcube.com,ReadCube,https://www.readcube.com/,marketing
2091,nrk.no,NRK,https://www.nrk.no/,"{'purpose': 'First-party host', 'description': 'nrk.no is the official website of NRK, a public broadcasting company in Norway. As a first-party host, the main purpose of this website is to provide information and services to its audience.'}"
2092,accedo.tv,Accedo,https://www.accedo.tv/,CDN
