,remote_hostname,company,company_website,result
3500,nayatel.pk,Nayatel,https://nayatel.pk/,Internet Service Provider (ISP)
3501,axntechnologies.in,AXN Technologies,https://axntechnologies.in/,Unclear
3502,awsdns-03.co.uk,Amazon Web Services,https://aws.amazon.com/,DNS
3503,voncp.com,VONCP,https://voncp.com/,Unable to determine the purpose of the domain
3504,neohub.co.uk,NeoHub Limited,https://neohub.co.uk/,"The purpose of the domain seems to be related to providing information on NeoHub Limited and its products and services. It is not clear if it serves any other specific purpose such as tracking, marketing, advertising, analytics, CDN, static server or DNS."
3505,telecom.kz,Telecom Kazakhstan,https://telecom.kz/,DNS
3506,weathercloud.net,Weathercloud,https://weathercloud.net/,"tracking, analytics"
3507,dynamic-m.com,Dynamic Messaging,https://www.dynamic-m.com/,It is unclear from the domain name alone what the specific purpose of this company's online presence is. Additional information would be needed to accurately identify the purpose of the domain.
3508,80.in-addr.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS - Reverse DNS lookup for IPv4 address
3509,btncdn.com,BTNCdn,https://btncdn.com/,CDN
3510,uh.edu,University of Houston,https://www.uh.edu/,"{'purpose': 'Education', 'type': 'Static Server', 'content': 'University website and related resources'}"
3511,alaska.edu,University of Alaska,www.alaska.edu,"{'purpose': 'Education', 'type': 'Website', 'function': 'Provides information about the University of Alaska and serves as a portal for students, faculty, and staff.'}"
3512,bain.com,Bain & Company,bain.com,Consulting services and resources
3513,okstate.edu,Oklahoma State University,https://www.okstate.edu/,DNS
3514,vmwservices.com,VMW Services,https://vmwservices.com/,It is not possible to determine the purpose of the domain as it seems to be parked or not in use.
3515,telenor.com,Telenor,telenor.com,{'purpose': 'Telecommunications provider'}
3516,adobejanus.com,Adobe,https://www.adobe.com/,It is not possible to determine the purpose of the domain as it appears to be currently inactive.
3517,gartner.com,Gartner,gartner.com,"Consulting and research in the field of IT, including market research, analysis, and advisory services"
3518,signal.is,Signal,https://signal.org/,secure messaging and calling app
3519,cnt-grms.ec,CNT,https://www.cnt.gob.ec/,It is not possible to determine the purpose of the domain cnt-grms.ec without further information.
3520,telecom.sk,Telecom SK,https://www.telecom.sk/,DNS
3521,falcon1.net,Falcon1 Network,https://www.falcon1.net/,"{'purpose': 'DNS', 'description': 'Falcon1 Network provides DNS services for domain names.'}"
3522,orbitbhyve.com,Orbit B-hyve,https://orbitbhyve.com/,smart sprinkler system control and management
3523,project25499.com,Unknown,,Unable to identify the purpose of this domain as there is no content or website associated with it. It is possible that it is a parked domain or under construction.
3524,posttv.com,The Washington Post,https://www.washingtonpost.com/,static server
3525,inaf.it,Istituto Nazionale di Astrofisica,https://www.inaf.it/,research and education
3526,comfortel.pro,Comfortel,https://comfortel.pro,It is not possible to determine the purpose of the domain from the provided information.
3527,fvds.ru,FVDs,https://fvds.ru/,Unable to determine the purpose of the domain as the website is in Russian language and requires further analysis.
3528,se-ssl-cloud.com,SE Cloud,https://www.se-ssl-cloud.com/,CDN
3529,ccma.cat,Corporació Catalana de Mitjans Audiovisuals,http://www.ccma.cat/,Media Company
3530,diyadvice.com,DIYAdvice,diyadvice.com,"DIYAdvice appears to be a website that provides advice and resources to individuals who want to do home improvement projects themselves. Based on the domain name, it is likely that the primary purpose of the website is to provide information and resources related to do-it-yourself home projects."
3531,athena.io,Athena,https://www.athena.io/,analytics
3532,fu-berlin.de,Freie Universität Berlin,https://www.fu-berlin.de/en/index.html,DNS
3533,access.ly,Accessly,https://accessly.io/,Accessibility solution provider
3534,orange-business.com,Orange Business Services,https://www.orange-business.com/en,Telecommunications and IT services provider
3535,chefsteps.com,ChefSteps,https://www.chefsteps.com/,"The domain belongs to a website that offers cooking classes and recipes with instructional videos, therefore the purpose is primarily educational and informational. The domain is also used for e-commerce purposes, as they sell cooking equipment and ingredients. It likely uses analytics to track user engagement and behavior on the site."
3536,abissnet.al,Abissnet,https://www.abissnet.al/,DNS
3537,zedfilter.xyz,ZedFilter,zedfilter.xyz,It is not possible to determine the purpose of this domain as there is no active website or information available about the company.
3538,rundsp.com,Rundsp,https://rundsp.com/,Advertising
3539,vylmedia.com,VYL Media,https://vylmedia.com/,"It is unclear from the domain name alone what the purpose of this site might be. VYL Media could be involved in various aspects of online marketing, advertising or analytics. Further research would be needed to determine the exact purpose of this domain."
3540,vieraconnect.tv,Panasonic,https://www.panasonic.com/,Smart TV platform for streaming content and accessing apps
3541,g4c5j.com,,,Unable to identify the purpose of the domain. It may be a parked or unused domain.
3542,cloud-ips.com,Cloud-IPS,https://cloud-ips.com/,DNS
3543,rediris.es,RedIRIS,https://www.rediris.es/,DNS
3544,gen4.ninja,,,It is not possible to determine the purpose of this domain as it does not have any website or content associated with it. It is possible that it is being used for internal company purposes or is being parked for future use.
3545,appsmb.com,Appsmb,https://www.appsmb.com/,It is not possible to determine the purpose of the domain without additional information.
3546,ibmcloud.com,IBM,https://www.ibm.com/,Cloud Computing Platform and Services
3547,snaptube.in,Snaptube,https://www.snaptubeapp.com/,Video downloading application
3548,withings.com,Withings,https://www.withings.com/,"tracking, analytics"
3549,bloomsky.com,BloomSky,https://www.bloomsky.com/,"{'purpose': 'Weather tracking and monitoring', 'type': 'IoT device and accompanying mobile app'}"
3550,anovaculinary.com,Anova Culinary,https://anovaculinary.com/,marketing
3551,iot-dns.com,IoT DNS,iot-dns.com,DNS
3552,mineproxy.ga,Unknown,,Possibly a proxy service or a phishing website.
3553,tendplatform.com,Tend,tendplatform.com,It is difficult to determine the exact purpose of the domain without additional information.
3554,geappliances.com,GE Appliances,https://www.geappliances.com/,"{'purpose': ['Marketing', 'E-commerce', 'Product Information'], 'type': ['Dynamic Server']}"
3555,seluxit.com,Seluxit,https://www.seluxit.com/,It is not possible to determine the purpose of the domain solely based on the company's website.
3556,your-loop.com,YourLoop,https://your-loop.com/,It is unclear from the domain name alone what the purpose of the company's website is. Further investigation is needed.
3557,zodiac.com,Zodiac,zodiac.com,It is not possible to determine the purpose of the domain without further information.
3558,foobot.io,Foobot,https://foobot.io/,Indoor air quality monitoring
3559,vzwfemto.com,Verizon Wireless,https://www.verizonwireless.com/,"It is not possible to determine the purpose of the domain with certainty since the website is currently not accessible. However, based on the domain name, it is possible that it could be related to Verizon Wireless' femtocell technology which provides enhanced indoor wireless coverage by using a small cellular base station."
3560,bosch.de,Bosch,www.bosch.com,"{'purpose': 'Corporate website', 'type': 'Static server'}"
