,remote_hostname,company,company_website,result
3000,bcube.co.uk,BCube Limited,https://www.bcube.co.uk/,IT & Network Consultancy Services
3001,darnet.pl,Darnet,https://darnet.pl/,DNS
3002,veloxzone.com.br,Veloxzone,veloxzone.com.br,DNS
3003,singnet.com.sg,Singtel,https://www.singtel.com/,DNS
3004,arkada-x.com,Arkada-X,https://arkada-x.com,It is not possible to determine the purpose of the domain without further information.
3005,coditel.net,Coditel,coditel.net,"Unable to determine the purpose of the domain as it redirects to the website of VOO, a Belgian telecommunications company."
3006,hawaiiantel.net,Hawaiian Telcom,https://www.hawaiiantel.com/,DNS
3007,townisp.com,TownISP,https://www.townisp.com/,Internet Service Provider (ISP)
3008,goip.de,GoIP GmbH,https://goip.de/,It is not possible to determine the purpose of the domain without further information.
3009,networx-bg.com,Networx BG,https://networx-bg.com/,It is a company website providing networking solutions and services.
3010,vertesnet.hu,VertesNet,http://vertesnet.hu/,DNS
3011,openaq.org,OpenAQ,https://openaq.org/,Environmental data collection and sharing
3012,weatherbug.com,WeatherBug,https://www.weatherbug.com/,This domain provides weather information and services to its users.
3013,apl-alexa.com,Amazon,https://www.amazon.com/,"The domain apl-alexa.com could potentially be used for Alexa Skills development or hosting. However, without further information it is not possible to determine the exact purpose."
3014,mmechocaptiveportal.com,Unknown,,"It is likely that this domain is used as a captive portal for an MME (Mobility Management Entity) in a mobile network infrastructure, where users are redirected to this page to complete authentication and/or authorization before accessing the internet. It is possible that this domain belongs to a specific mobile network operator or a vendor that provides MME solutions."
3015,asianet.co.th,Asianet,http://asianet.co.th/,It is not possible to determine the purpose of the domain as there is no website hosted on this domain.
3016,speedy.com.ar,Speedy,https://www.speedy.com.ar/,"Internet Service Provider (ISP) providing internet, phone and TV services to residential and business customers in Argentina."
3017,au-net.ne.jp,AU Network Communications Inc.,https://au-net.ne.jp/,DNS
3018,vodafone.de,Vodafone,www.vodafone.de,DNS
3019,pacificonet.cl,PacificoNet,https://www.pacificonet.cl/,DNS
3020,nwsvr1.com,NWsvr1,nwsvr1.com,"Based on the domain name only, it is not possible to determine the purpose of this domain. It could be a server used for multiple purposes, or a private domain used by a specific company or individual."
3021,myseedbox.site,Unknown,,"It's not possible to determine the purpose of the domain as it could be used for various purposes such as personal file sharing, data backup or hosting web applications."
3022,elisa-mobile.fi,Elisa,https://www.elisa.fi/,"This appears to be the domain of Elisa's mobile services which could include services such as mobile data, voice, messaging, and related functions. It is also possible that this domain is used for mobile billing or other related services."
3023,inetia.pl,Inetia,https://inetia.pl/,DNS
3024,as9105.com,RIPE Network Coordination Centre,https://www.ripe.net/,DNS
3025,mm.pl,mm.pl,https://mm.pl/,It is not possible to identify the purpose of the domain without additional information or analysis.
3026,prod-infinitum.com.mx,Prod Infinitum,prod-infinitum.com.mx,It is not possible to determine the purpose of this domain without further information or investigation.
3027,gvt.net.br,GVT,https://www.gvt.com.br/,"{'CDN': False, 'DNS': True, 'analytics': False, 'marketing': False, 'advertising': False, 'static_server': False, 'tracking': False}"
3028,fido.ca,Fido Solutions,https://www.fido.ca/,Telecommunications services
3029,euskaltel.es,Euskaltel,https://www.euskaltel.com/,DNS
3030,freenet.com.ua,Freenet Ukraine LLC,https://freenet.com.ua/,Internet Service Provider (ISP) and Telecommunications Services
3031,elisa-laajakaista.fi,Elisa,https://www.elisa.fi/,DNS
3032,espeed.com.bn,ESpeed Solutions,https://espeed.com.bn/,It is not possible to identify the purpose of the domain as the website is under construction and does not provide any information about its intended use.
3033,orange.pl,Orange Poland,https://www.orange.pl/,DNS
3034,vf.net.nz,Virtual Freeway Limited,https://vf.net.nz/,DNS
3035,uk.net,UK.Net,https://www.uk.net/,DNS
3036,skyware.pl,Skyware,https://skyware.pl/,It is not possible to determine the purpose of the domain without further information or access to the website.
3037,vsenet.de,VSENET GmbH,https://www.vsenet.de/,It seems to be the website of the company VSENET GmbH. No specific purpose or technology can be identified without further analysis.
3038,harvard.edu,Harvard University,https://www.harvard.edu/,Educational institution website
3039,myaisfibre.com,AIS Fibre,https://www.aisfibre.com/,"The domain appears to be the main website of AIS Fibre, a Thailand-based fiber optic broadband provider. It is used to provide information about AIS Fibre's products, services, promotions, and support to their customers and potential customers."
3040,windx.com.br,Windx,windx.com.br,"It is not possible to determine the exact purpose of the domain without further information or access to the website. It could be related to a variety of networking services such as hosting, email, cloud storage, or web development."
3041,randomads.us,Random Ads,https://www.randomads.us/,advertising
3042,radioburgerfuel.com,Radio BurgerFuel,https://www.burgerfuel.com/nz/world-of-burgerfuel/radio-burgerfuel,radio streaming
3043,totalplay.net,Totalplay,https://www.totalplay.com.mx/,It is not possible to determine the purpose of the domain with the given information.
3044,rt.ru,Rostelecom,https://www.rt.ru/,DNS
3045,dion.ne.jp,DION,https://www.dion.ne.jp/,DNS
3046,ertelecom.ru,ER-Telecom Holding,https://ertelecom.ru/,"Based on the website domain, ER-Telecom Holding appears to be a telecommunications company providing services such as internet, television, and phone. However, without further information or analysis, it is not possible to determine the specific purpose or use of the domain."
3047,ziggozakelijk.nl,Ziggo Zakelijk,https://www.ziggozakelijk.nl/,"{'purpose': ['Internet Service Provider'], 'services': ['DNS'], 'content_delivery': False}"
3048,kosnet.ru,Kosnet,https://kosnet.ru/,It is not possible to determine the exact purpose of this domain without further information.
3049,vsi.ru,VSI,https://www.vsi.ru/,"It seems to be the domain of the company's website, hosting their content and services."
3050,numericable.fr,Numericable,https://www.numericable.fr/,DNS
3051,seedbox.io,Seedbox.io,https://seedbox.io/,CDN
3052,linkpc.net,LinkPC,https://www.linkpc.net/,static server
3053,broadband.hu,Broadband.hu,https://www.broadband.hu/,{'purpose': 'Internet Service Provider'}
3054,byfly.by,Beltelecom,https://www.beltelecom.by/,DNS
3055,telkomadsl.co.za,Telkom,https://www.telkom.co.za/,This domain is likely used as a static server or for hosting ADSL services for Telkom customers.
3056,telecom.by,Beltelecom,https://www.beltelecom.by/,DNS
3057,bt-chat.com,bt-chat.com,bt-chat.com,"It seems like bt-chat.com is a website primarily used for BitTorrent (BT) file sharing purposes. However, as a domain, it does not have a specific purpose like tracking, marketing, advertising, analytics, CDN, static server, DNS, etc."
3058,ip-91-121-171.eu,OVH SAS,https://www.ovh.com/,Static server
3059,uzpak.uz,Uzbekistan Pochtasi (Uzbekistan Post),https://www.pochta.uz/,DNS
3060,dne.kz,DNE Kazakhstan,https://dne.kz/,DNS
3061,mm3019.com,Unknown,,{'purpose': 'Unknown'}
3062,epochtimes.com,Epoch Times,https://www.theepochtimes.com/,"{'purpose': 'news and media', 'type': 'static server'}"
3063,peelvalley.com.au,Peel Valley,https://peelvalley.com.au,It is not possible to determine the purpose of the domain as the website is currently offline.
3064,stdtime.gov.tw,National Standard Time and Frequency Laboratory,https://www.stdtime.gov.tw/,DNS (Domain Name System)
3065,loseyourip.com,LoseYourIP,loseyourip.com,DNS
3066,googlebot.com,Google,https://www.google.com/,Web Crawling/Bot
3067,trafikverket.se,Trafikverket,https://www.trafikverket.se/,DNS
3068,vianaaws.jp,VianaAWS,https://www.vianaaws.jp/,"It is not possible to determine the purpose of this domain with certainty as there is no website available at this domain. However, it is likely related to the company VianaAWS and may be used for hosting or other network services."
3069,t-com.ne.jp,T-Com,https://www.t-com.ne.jp/,Provider of internet connectivity services.
3070,enabler.ne.jp,Enabler Inc.,https://www.enabler.ne.jp/,"It is not possible to determine the purpose of this domain with certainty without further information. However, based on the company's website, Enabler Inc. provides digital marketing solutions, such as email marketing, CRM, and social media management. Therefore, it is possible that the domain enabler.ne.jp is used for marketing purposes, among other possibilities."
3071,cableonline.com.mx,Cable Online,https://www.cableonline.com.mx/,It is not possible to determine the purpose of the domain without further information or investigation.
3072,cablevision.net.mx,Cablevisión,https://www.cablevision.net.mx/,DNS
3073,mindspring.com,Mindspring,https://www.mindspring.com/,DNS
3074,totinternet.net,TOT Internet Technology Ltd.,https://www.totinternet.net/,It is not possible to determine the purpose of the domain without further information or investigation.
3075,skymesh.net.au,SkyMesh,https://www.skymesh.net.au/,Internet Service Provider
3076,foxtel.net.au,Foxtel,https://www.foxtel.com.au/,"This is the domain name for the website of Foxtel, an Australian pay television company. This domain is used for hosting their website and providing access to their services such as TV shows, movies, live sports and other entertainment content to their subscribers."
3077,sensicomfort.com,Sensi,https://sensicomfort.com/,IoT home automation and energy management system
3078,lacrossetechnology.com,La Crosse Technology,https://www.lacrossetechnology.com/,"Static server for displaying information and selling products related to weather monitoring devices, clocks, and other household electronics."
3079,canaryis.com,Canary Information Security,https://canaryis.com/,Security services and solutions
3080,dyndns.biz,Dyn,https://dyn.com/,DNS
3081,gwi.net,GWI,https://www.gwi.net/,DNS
3082,chicdn.net,ChicV International Holding Limited,https://www.chicv.com/,CDN (Content Delivery Network)
3083,evrythng.com,EVRYTHNG,https://evrythng.com/,"IoT platform for consumer product brands to manage, optimize and create new digital experiences for their products."
3084,aqara.com,Aqara,https://www.aqara.com/,It is not possible to determine the purpose of the domain without further information or analysis of the network traffic.
3085,meari.com.cn,"Meari Technology Co., Ltd.",https://www.meari.com.cn/,The purpose of the domain is to provide customers with information and access to Meari Technology's products and services related to smart home security cameras and other related devices.
3086,btopenworld.com,BT Openworld,https://www.bt.com/,Internet Service Provider (ISP) and telecommunications company
3087,ipvanish.com,IPVanish,https://www.ipvanish.com/,VPN service provider
3088,vnpt.vn,Vietnam Posts and Telecommunications Group,https://vnpt.vn,DNS
3089,tellas.gr,Tellas,https://www.tellas.gr/,DNS
3090,under.net.ua,UnderHost LLC,https://underhost.com/,DNS
3091,aruba.it,Aruba S.p.A.,https://www.aruba.it/,DNS
3092,transip.net,TransIP,https://www.transip.net/,DNS
3093,wp-servers.com,WP-Servers,https://wp-servers.com,Static server
3094,multi.net.pk,Multi Net Pakistan,https://multi.net.pk/,DNS
3095,had.su,Unknown,,It is unclear what the purpose of the domain 'had.su' is as it appears to be inactive and there is no information available about its owner or purpose.
3096,wiredns.net,WireDNS,https://www.wiredns.net/,DNS
3097,redstation.co.uk,Redstation Limited,https://www.redstation.co.uk/,Hosting and cloud services
3098,kostunivo.com,Unknown,,Unable to determine the purpose of the domain
3099,constant.com,Constant Contact,https://www.constantcontact.com/,marketing
3100,rumafia.com,rumafia.com,https://rumafia.com/,"It is difficult to determine the exact purpose of this domain as it appears to be a Russian language news and opinion website covering various topics such as politics, business, culture, and society. However, given its controversial reputation for publishing unverified and sometimes false information, it is possible that the domain may also be used for disinformation or propaganda purposes."
3101,gameservers.com,Gameservers.com,https://www.gameservers.com/,Static server
3102,softhost.com.br,Softhost,https://www.softhost.com.br/,"{'purpose': 'Web Hosting and Domain Registration', 'type': 'Server Hosting'}"
3103,uninet-ide.com.mx,Uninet,https://www.uninet.com.mx/,It is not possible to determine the purpose of uninet-ide.com.mx without further information.
3104,showrss.info,ShowRSS,https://showrss.info/,tracking
3105,justinstalledpanel.com,JustInstalledPanel,https://justinstalledpanel.com/,It is not possible to determine the purpose of this domain without more information as it appears to be a parked domain with no active website or services.
3106,openportstats.com,OpenPortStats,https://openportstats.com/,It is not possible to determine the purpose of the domain without further information or analysis. The website does not provide any clear indication of its purpose or services offered.
3107,channelnet.ie,Channelnet,https://www.channelnet.ie/,It is not possible to determine the purpose of the domain without further information or analysis.
3108,hosted-by-vdsina.ru,VDSina,https://vdsina.ru/,Hosting provider
3109,songspoint.info,Unknown,,"Unknown domain, cannot determine the purpose."
3110,chaikovskie.ru,Chaikovskie.ru,https://chaikovskie.ru/,Unclear - No clear purpose can be determined from the domain name alone.
3111,uk-solution.kz,UK Solution,https://uk-solution.kz/,It is not possible to determine the purpose of the domain from the given information
3112,midphase.com,Midphase,midphase.com,web hosting and domain registration
3113,west-datacenter.net,West Datacenter,west-datacenter.net,It is not possible to determine the specific purpose of the domain without additional information or access to their server logs.
3114,datahound.com,Datahound,https://datahound.com,It is not clear from the domain name alone what the purpose of this domain is. Further investigation may be required.
3115,2ksports.com,2K Sports,https://www.2k.com/,Gaming/Entertainment
3116,sunbloommarketing.com,Sunbloom Marketing,https://www.sunbloommarketing.com/,marketing
3117,northamericancoax.com,North American Coax,https://www.northamericancoax.com/,It is not possible to determine the purpose of the domain from the provided information.
3118,wanidarum.com,Wanidarum,https://www.wanidarum.com/,It is not possible to determine the purpose of the domain from the information provided.
