,remote_hostname,company,company_website,result
2300,chaturbate.com,Chaturbate,https://chaturbate.com/,live streaming and video chat platform
2301,exoticads.com,ExoticAds,https://www.exoticads.com/,marketing/advertising
2302,wish.com,Wish,https://www.wish.com/,"{'e-commerce': True, 'marketing': True, 'analytics': True}"
2303,adzerk.net,Adzerk,https://www.adzerk.com/,Advertising
2304,papertrailapp.com,Papertrail,https://www.papertrailapp.com/,logging and log management service
2305,marketingautomation.services,Marketing Automation Services,https://marketingautomation.services,Marketing
2306,trustpilot.com,Trustpilot,trustpilot.com,review website and platform for businesses to collect and display customer reviews
2307,samsungknowledge.com,Samsung,https://www.samsung.com/,Knowledge sharing and educational content platform
2308,healthgrades.com,Healthgrades,https://www.healthgrades.com/,"Healthgrades is a healthcare provider search and review website. It provides information on doctors, hospitals, and healthcare providers to help patients make informed decisions about their healthcare needs."
2309,overkiz.com,Overkiz,https://overkiz.com/,IoT Platform and solution provider
2310,nanoleaf.me,Nanoleaf,https://nanoleaf.me/,smart lighting products
2311,odaconline.com,O'Donnell & Associates,www.odaconline.com,"The website is the online presence of the O'Donnell & Associates company. From the website, it appears that the purpose of the domain is to provide information about the company's services and expertise in the areas of public affairs, government relations, and strategic communications."
2312,quantcast.com,Quantcast,www.quantcast.com,"Tracking, advertising, and analytics"
2313,nanorep.co,nanorep,https://www.nanorep.com/,tracking
2314,vrv.co,VRV,https://vrv.co/,"Streaming platform for anime, animation, gaming, comedy, fantasy, horror, science fiction, and technology content"
2315,oraclecloud.net,Oracle Corporation,https://www.oracle.com/cloud/,DNS
2316,qualaroo.com,Qualaroo,https://qualaroo.com/,"tracking, analytics"
2317,coinbase.com,Coinbase,https://www.coinbase.com/,"{'purpose': ['Cryptocurrency exchange', 'Wallet provider']}"
2318,leboncoin.fr,Leboncoin,https://www.leboncoin.fr/,Classifieds website
2319,schibsted.io,Schibsted,https://www.schibsted.com/,"It appears that schibsted.io is a domain used by Schibsted for their internal use, including for their development and testing purposes. No specific purpose can be determined from this domain name alone."
2320,avis-verifies.com,Avis Vérifiés,https://www.avis-verifies.com/,Customer reviews and ratings platform
2321,orange.com,Orange,www.orange.com,"Orange is a telecommunication company that offers mobile, internet, and TV services to individuals and businesses in various countries. The domain orange.com serves as the company's website where customers can purchase and manage their services, as well as access customer support and other resources."
2322,algolia.net,Algolia,https://www.algolia.com/,search engine
2323,hs-scripts.com,HubSpot,https://www.hubspot.com/,tracking
2324,wikihow.com,wikiHow,www.wikihow.com,How-to articles and tutorials
2325,hsappstatic.net,HubSpot,https://www.hubspot.com/,static server
2326,usemessages.com,UseMessages,https://usemessages.com/,Messaging platform
2327,bfmtv.com,BFMTV,https://www.bfmtv.com/,"{'purpose': {'news': True, 'videos': True, 'live_tv': True, 'ads': True, 'analytics': True, 'CDN': True, 'DNS': True}, 'description': 'BFMTV is a French news channel that broadcasts live news, videos, and live TV. The website uses ads, analytics, CDN, and DNS services to enhance the user experience and track website traffic.'}"
2328,nettvservices.com,NET TV Services,https://nettvservices.com/,It is not possible to identify the purpose of the domain without further information and analysis of the website and network services offered by NET TV Services.
2329,zeasn.tv,Zeasn,https://www.zeasn.com/,"It is not possible to determine the purpose of this domain with certainty without further investigation. However, based on the company's focus on smart TV solutions and the '.tv' TLD, it is possible that this domain is used for media streaming, content distribution, or other related services for smart TV devices."
2330,tagcommander.com,TagCommander,https://www.tagcommander.com/,Marketing
2331,newegg.com,Newegg,www.newegg.com,e-commerce
2332,kaspersky-labs.com,Kaspersky Labs,https://www.kaspersky.com/,Antivirus and cyber security services
2333,kaspersky.com,Kaspersky,https://www.kaspersky.com/,"{'purpose': 'Antivirus and cybersecurity software', 'type': 'Static server'}"
2334,rach.io,Rachio,https://rachio.com/,smart sprinkler controller and irrigation system management
2335,nightowldvr.com,Night Owl Security Products LLC,https://nightowlsp.com/,"This domain is used for the company's main website, which offers video security systems and related products for home and business use."
2336,tawk.to,tawk.to,https://www.tawk.to,live chat and messaging platform for customer support and engagement
2337,lemde.fr,Lemde.fr,https://www.lemonde.fr/,news and media
2338,pocket-image-cache.com,Pocket,https://getpocket.com/,CDN
2339,cluep.com,Cluep Inc.,https://cluep.com/,marketing
2340,spotad.co,Spotad,https://www.spotad.co/,Advertising
2341,vrvm.com,vrvm,vrvm.com,Unknown
2342,rncdn7.com,RNCDN7,https://www.rncdn7.com/,CDN (Content Delivery Network)
2343,devshift.org,DevShift,https://devshift.org/,Static server
