,remote_hostname,company,company_website,result
1700,wbx2.com,WBX2,https://wbx2.com,Unable to determine the purpose of the domain as it currently does not resolve to any website or service.
1701,ciscospark.com,Cisco,https://www.cisco.com,Collaboration and communication platform for teams and organizations.
1702,dashlane.com,Dashlane,https://www.dashlane.com/,password manager service
1703,appcues.net,Appcues,https://www.appcues.com/,in-app user engagement and product adoption tracking
1704,treasuredata.com,Treasure Data,https://www.treasuredata.com/,analytics
1705,mobilityware.com,MobilityWare,https://www.mobilityware.com/,"This domain appears to be the primary website of the company MobilityWare, which develops and publishes mobile games for various platforms. It is likely used for marketing and customer engagement purposes, as well as to provide information about the company and its products to potential users and partners."
1706,sr.se,Sveriges Radio,https://sverigesradio.se/,Online radio streaming and digital content distribution
1707,a-msedge.net,Microsoft,https://www.microsoft.com/,CDN
1708,alphavantage.co,Alpha Vantage Inc.,https://www.alphavantage.co,financial market data provider
1709,samsungyosemite.com,Samsung,https://www.samsung.com/,"The domain appears to be a specific website for the Samsung Yosemite project, and is likely used for marketing or advertising purposes."
1710,octoprint.org,OctoPrint,https://octoprint.org/,3D printing management software
1711,opentlc.com,OpenTLC,https://www.opentlc.com/,"It appears to be a domain for OpenTLC and could be used for various purposes such as hosting their website, email services, or any other IT-related services they offer."
1712,gliptv.com,Gliptv,https://gliptv.com,It is not possible to determine the purpose of the domain without further information or analysis.
1713,embed.ly,Embedly,https://embed.ly/,"['Embedding content (such as videos, images, and rich media)', 'API for embedding URLs', 'URL preview service', 'Metadata extraction for URLs', 'Link intelligence', 'Analytics for embedded content']"
1714,pcloud.com,pCloud AG,https://www.pcloud.com/,cloud storage and file sharing
1715,azulsystems.com,Azul Systems,https://www.azul.com/,static server
1716,myfritz.net,AVM GmbH,https://avm.de/,DNS
1717,meross.com,Meross,https://www.meross.com/,"{'purpose': ['Smart home automation'], 'type': ['IoT devices']}"
1718,tado.com,Tado GmbH,https://www.tado.com/,"['Smart home automation', 'Thermostat control', 'Climate control']"
1719,mycloud.com,MyCloud,https://www.mycloud.com,It is not clear from the domain name alone what the purpose of this domain is. Additional information is needed.
1720,spreaker.com,Spreaker,https://www.spreaker.com/,Podcast hosting and distribution platform
1721,slb.com,SLB,slb.com,"It is not possible to determine the purpose of the domain without additional information or analysis. SLB appears to be the acronym for several companies in different industries, including energy and technology. A more specific URL or context is needed to determine the purpose of the domain."
1722,get.no,GET AS,https://www.get.no/,"{'purpose': 'Internet Service Provider', 'services': ['Broadband internet', 'IPTV', 'Mobile services', 'Fixed-line telephony', 'Web hosting', 'Domain registration', 'Cloud services', 'Security services']}"
1723,williamhill.com,William Hill,williamhill.com,gambling and sports betting
1724,oo-syringe.com,oo-syringe,https://oo-syringe.com,It is not possible to determine the purpose of the domain without further information or access to the website.
1725,shopbop.com,Shopbop,https://www.shopbop.com/,E-commerce
1726,discordapp.net,Discord,https://discord.com/,Messaging and VoIP application
1727,snapads.com,Snap Inc.,https://www.snap.com/,Marketing and Advertising
1728,sc-prod.net,ServiceNow,https://www.servicenow.com,CDN
1729,jwpsrv.com,JW Player,https://www.jwplayer.com/,CDN
1730,telenor.rs,Telenor Serbia,https://www.telenor.rs/,"{'purpose': 'Telecommunications services', 'type': 'Service provider'}"
1731,thawte.com,Thawte,www.thawte.com,SSL/TLS certificates and PKI solutions
1732,kaltura.com,Kaltura,https://corp.kaltura.com/,Video streaming and management platform
1733,streamguys.com,StreamGuys,https://www.streamguys.com/,CDN
1734,as9105.net,RIPE Network Coordination Centre,https://www.ripe.net/,AS9105.net is a domain name used by RIPE NCC for their Autonomous System (AS) number 9105. The AS9105 is used to provide Internet connectivity and routing services for RIPE NCC infrastructure and members. The domain itself does not have a specific purpose other than being associated with RIPE NCC's AS9105.
1735,adnexus.net,AppNexus,https://www.appnexus.com/,advertising
1736,kabelnet.net,Kabelnet,https://kabelnet.net/,DNS
1737,coolkit.cc,Coolkit,https://www.coolkit.cc/,IoT devices and home automation services
1738,marantz.info,Marantz,https://www.marantz.com,Informational website for Marantz products and services.
1739,univ-lyon1.fr,Universite Lyon 1,https://www.univ-lyon1.fr/,DNS
1740,southwestairlines.com,Southwest Airlines,www.southwestairlines.com,"{'purpose': 'Airline ticketing and reservation', 'features': ['Flight booking', 'Online check-in', 'Flight status checking', 'Travel alerts', 'Baggage tracking']}"
1741,livebarn.com,LiveBarn,https://www.livebarn.com/,CDN
1742,weekendpartycancel5.com,Unknown,Unknown,Unable to determine the purpose of the domain
1743,1-voip.com,1-VoIP,https://www.1-voip.com/,This domain is used for the company's website and VoIP services.
1744,telecomitalia.it,Telecom Italia,https://www.telecomitalia.com/,DNS
1745,usgovcloudapp.net,US Government Cloud,https://www.usgovcloudapp.net,It is not possible to determine the purpose of this domain without additional information.
1746,carrier.com,Carrier,https://www.carrier.com,"It is not possible to determine the specific purpose of this domain without further information. However, based on the company name, it is likely related to HVAC (heating, ventilation, and air conditioning) services rather than any specific online service or function."
1747,ooma.com,Ooma,https://www.ooma.com/,DNS
