,remote_hostname,company,company_website,result
900,cbsstatic.com,CBS Interactive,https://www.cbsinteractive.com/,static server
901,firetvcaptiveportal.com,Amazon,https://www.amazon.com/,Captive portal for Fire TV devices
902,ubnt.com,Ubiquiti Networks,https://www.ui.com/,Networking and communication equipment manufacturer and software developer.
903,virginmedia.net,Virgin Media,https://www.virginmedia.com/,DNS
904,dazn.com,DAZN,https://www.dazn.com/,"['Live sports streaming', 'Video on demand', 'User authentication', 'Payment processing']"
905,trkmenowapptwtree.site,Unknown,,"The purpose of the domain appears to be tracking based on its name 'trkme' and the '.site' TLD which is commonly used for tracking domains. However, without further information it is difficult to determine the specific use or company associated with this domain."
906,adgrx.com,Adgrx,https://adgrx.com/,advertising
907,samsungnyc.com,Samsung,https://www.samsung.com/,domain used for marketing and advertising purposes in New York City
908,tmodns.net,TMODNS,https://www.tmodns.net/,DNS
909,myvzw.com,Verizon Wireless,https://www.verizonwireless.com/,DNS
910,ipip.net,IP2Location,https://www.ip2location.com/,IP Geolocation
911,docker.io,Docker,https://www.docker.com/,container registry and distribution platform
912,is-a-geek.com,Is A Geek,https://is-a-geek.com/,static server
913,revenuecat.com,RevenueCat,https://www.revenuecat.com/,The purpose of the domain revenuecat.com is to provide in-app subscription management tools and services for app developers and companies.
914,visualstudio.com,Microsoft,https://www.microsoft.com/,Development and collaboration platform for software development projects
915,automatic.com,Automatic,https://www.automatic.com/,"It is a website for Automatic Labs, Inc. which provides connected car services like real-time vehicle tracking, monitoring, fuel efficiency analysis, and crash detection. The purpose of the website is to advertise and market their products and services."
916,darksky.net,Dark Sky,https://darksky.net/,weather forecasting and visualization
917,coder.com,Coder,https://coder.com/,CDN
918,august.com,August,https://august.com/,smart lock and home access control solutions
919,nabu.casa,nabu.casa,https://nabu.casa/,DNS
920,nabucasa.com,Nabu Casa,https://www.nabucasa.com/,"The domain appears to be the website of Nabu Casa, a provider of cloud-based services for Home Assistant, an open-source home automation platform. The domain might be used for hosting the company's website, user portal, or cloud services related to Home Assistant."
