,remote_hostname,company,company_website,result
2900,97ygo.com,Unknown,,Unable to determine the purpose of the domain
2901,sywm04.top,,,Unable to determine the purpose of the domain as it appears to be parked or unused.
2902,admob.com,AdMob,https://admob.google.com/,Advertising
2903,linkplay.com,Linkplay,https://www.linkplay.com/,IoT audio platform and solution provider.
2904,playfirst.com,"PlayFirst, Inc.",https://www.playfirst.com/,gaming
2905,arsmarttv.com,Unknown,,Unable to determine the purpose of the domain as there is no active website associated with it.
2906,alarmnet.com,AlarmNet,https://www.alarmnet.com/,"The purpose of the domain is to provide remote interactive services and alarm communications services to security systems. It allows users to manage their security systems, access real-time video and receive instant alerts through a web-based platform."
2907,christmas-solitaire.com,Christmas Solitaire,https://christmas-solitaire.com/,The purpose of the domain appears to be providing a platform for playing solitaire game with Christmas-themed graphics and design.
2908,interoute.net,Interoute,https://www.interoute.com/,"{'purpose': 'CDN', 'description': 'Interoute is a content delivery network (CDN) provider, offering a global network of servers for delivering content to end-users with high availability and performance.'}"
2909,noris.net,noris network AG,https://www.noris.net/en/,DNS
2910,sigmacdn.net,Sigma CDN,https://www.sigmacdn.net/,CDN (Content Delivery Network)
2911,seagate.com,Seagate,https://www.seagate.com/,Static server
2912,cardgamefreecell.com,Unknown,,"{'purpose': 'Online gaming', 'type': 'Web application'}"
2913,61-tataidc.co.in,Tata Communications,https://www.tatacommunications.com/,"This domain belongs to the Tata Communications Internet Data Center, which provides hosting and data center services to various clients."
2914,ip-51-38-51.eu,Unknown,,DNS
2915,niqturbo.net.br,NiQ Turbo,niqturbo.net.br,It is not possible to determine the purpose of this domain without further information or access to the website's network configuration.
2916,reddirtproxies.io,Red Dirt Proxies,https://www.reddirtproxies.io/,Proxy service provider
2917,ethz.ch,ETH Zurich,www.ethz.ch,Education and Research
2918,fastproxy.live,FastProxy,https://fastproxy.live/,CDN
2919,hetzner.de,Hetzner,https://www.hetzner.com/,"{'purpose': ['Hosting', 'Server Hosting', 'Cloud Hosting', 'Colocation', 'DNS', 'CDN', 'Storage', 'Dedicated Servers', 'VPS']}"
2920,pinterest.ca,Pinterest,pinterest.com,Social media platform for sharing and discovering ideas and interests through images and videos.
2921,shaw.ca,Shaw Communications,https://www.shaw.ca/,"{'purpose': 'DNS', 'description': ""Shaw.ca is a domain used for DNS resolution for Shaw Communications' networks and services.""}"
2922,kabel-deutschland.de,Kabel Deutschland,https://www.kabeldeutschland.de/,DNS
2923,sonos.radio,Sonos,https://www.sonos.com/,Streaming Radio Service
2924,mucdn.net,Mucdn,https://www.mucdn.net/,CDN
2925,spotim.market,Spot.IM,https://www.spot.im/,marketing
2926,streamrail.com,StreamRail,https://www.streamrail.com/,CDN
2927,rtb-seller.com,RTB Seller,https://rtb-seller.com/,advertising
