,remote_hostname,company,company_website,result
300,ticktick.com,TickTick,https://ticktick.com/,productivity and task management
301,statuspage.io,Statuspage,https://www.statuspage.io/,"Website for creating and managing status pages for services and applications, providing updates to users/customers during outages or incidents."
302,trusteer.com,Trusteer,https://www.trusteer.com/,security software
303,ecosia.org,Ecosia,https://www.ecosia.org/,Search engine
304,mapbox.com,Mapbox,https://www.mapbox.com/,"CDN, mapping, and location-based services"
305,braze.eu,Braze,https://www.braze.com/,marketing
306,adswizz.com,Adswizz,https://www.adswizz.com/,Adtech company providing audio advertising solutions and programmatic advertising technology.
307,startappservice.com,StartApp,https://www.startapp.com/,advertising
308,sharp-stream.com,SharpStream,https://sharp-stream.com,CDN
309,channel4.com,Channel 4,www.channel4.com,"This domain is the official website for Channel 4, a British public-service television broadcaster. The purpose of the domain is to provide information about Channel 4's TV shows, documentaries, news, and other related services to its audience. It may also include analytics and tracking tools to monitor user engagement on the website."
310,bombproxy.pro,,,Unable to determine the purpose of the domain as it appears to be inactive or not associated with any company or service.
311,hotspotproxy.live,Hotspot Proxy,https://hotspotproxy.live/,Proxy server
312,tt2.live,TT2,tt2.live,It is not possible to determine the purpose of this domain as it does not have any web content or services associated with it.
313,starproxy.pro,Star Proxy,https://starproxy.pro,CDN
314,nflximg.net,Netflix,https://www.netflix.com/,CDN
315,lgtvsdp.com,LG,www.lg.com,"It is difficult to determine the purpose of lgtvsdp.com without further information or access to the domain. It is possible that it is used for various purposes such as tracking, marketing, advertising, analytics, CDN, static server, DNS or other network-related functions."
316,lgappstv.com,LG Electronics,https://www.lg.com/,"It appears to be the domain for LG's smart TV app store, which serves as a platform for various streaming applications and services."
317,lgsmartad.com,LG Smart Ad,https://www.lg.com/global/smart-ad,Advertising
318,kustomerapp.com,Kustomer,https://www.kustomer.com/,"This appears to be the domain for the main website of Kustomer, a customer service CRM platform. It is likely used for marketing, sales, and providing information about the company and its products/services."
319,affirm.com,Affirm,https://www.affirm.com/,Financial services provider
320,company-target.com,Target,www.target.com,Retail website for Target Corporation selling a variety of products
321,fandango.com,Fandango,fandango.com,Movie ticket purchasing and showtime information
322,google.ca,Google,https://www.google.com,"{'purpose': ['Search Engine', 'Web Services', 'Advertising', 'Analytics']}"
323,google.fr,Google,https://www.google.com/,"Search engine and various other online services such as email, cloud storage, and productivity tools."
324,goo.gl,Google,https://www.google.com/,URL shortening service
325,google.it,Google,https://www.google.com/,"{'purpose': 'Search Engine', 'description': 'Google is a search engine that allows users to search the internet for information.'}"
326,google.co.uk,Google,https://www.google.com/,"{'purpose': ['Search Engine', 'Advertising', 'Analytics', 'CDN']}"
327,g.co,Google,https://www.google.com/,URL shortener service for Google products.
328,google.be,Google,https://www.google.com/,Search engine
