,remote_hostname,company,company_website,result
100,adcolony.com,AdColony,https://www.adcolony.com/,mobile advertising platform
101,flurry.com,Flurry,https://www.flurry.com/,Analytics
102,ueiwsp.com,Unknown,N/A,Unable to identify the purpose of this domain.
103,aptoide.com,Aptoide,https://www.aptoide.com/,App Store
104,ottmon.net,OTTmon,http://ottmon.net/,It is unclear what the purpose of this domain is as there is no website or information available on the company's website.
105,philo.com,Philo,https://www.philo.com/,Streaming television service provider
106,viki.io,Viki,https://www.viki.com/,Video streaming platform
107,duckdns.org,Duck DNS,https://www.duckdns.org/,DNS
108,mweb.co.za,MWEB,https://www.mweb.co.za/,Internet Service Provider
109,akamaized.net,Akamai Technologies,https://www.akamai.com/,CDN
110,playstation.net,Sony Interactive Entertainment LLC,https://www.playstation.com/,DNS
111,intercom.io,Intercom,https://www.intercom.io/,Customer messaging and communication platform
112,hotspotproxy.co,Hotspot Shield,https://www.hotspotshield.com/,Proxy Service
113,mineproxy.club,MineProxy,https://mineproxy.club/,Proxy server for Minecraft game
114,playstation.com,PlayStation,https://www.playstation.com/,"{'purpose': 'Gaming', 'description': ""PlayStation.com serves as the official website for Sony's PlayStation gaming console. Its purpose is to provide information about the gaming console, games, news, and support for its users.""}"
115,epicgames.com,Epic Games,https://www.epicgames.com/,Gaming platform and game development company.
116,unrealengine.com,Unreal Engine,https://www.unrealengine.com/,Game engine development and deployment
117,vivox.com,Vivox,https://www.vivox.com/,Voice and text communication service for online gaming and virtual worlds
118,narvii.com,"Narvii, Inc.",https://www.narvii.com/,community and social networking platform
119,epicgames.net,Epic Games,https://www.epicgames.com,gaming and game distribution
120,ravm.tv,RAVM,https://ravm.tv/,It is not possible to determine the purpose of this domain without further information.
121,samsung.com,Samsung,samsung.com,"{'purpose': 'Multi-purpose company website', 'components': ['Marketing', 'Product showcase', 'E-commerce', 'Support', 'Newsroom', 'Investor relations', 'Career opportunities']}"
122,samsungosp.com,Samsung,https://www.samsung.com,It is unclear what the purpose of the domain samsungosp.com is without further information.
