,remote_hostname,company,company_website,result
1900,hdwitness.com,HD Witness,https://hdwitness.com,It is not possible to determine the purpose of the domain without further information or investigation.
1901,addthis.com,AddThis,www.addthis.com,AddThis provides social media sharing tools and analytics for websites.
1902,parrable.com,Parrable,https://www.parrable.com/,tracking
1903,marketo.net,Marketo,https://www.marketo.com/,marketing
1904,apple-cloudkit.com,Apple Inc.,https://www.apple.com/,"Cloud data storage and synchronization service for use with iOS, macOS, and web applications."
1905,decibelinsight.net,Decibel Insight,https://www.decibelinsight.com/,analytics
1906,atlassian.com,Atlassian,https://www.atlassian.com/,"['tracking', 'marketing', 'analytics']"
1907,qualys.com,Qualys,https://www.qualys.com/,The purpose of the domain is security compliance and vulnerability management software.
1908,atl-paas.net,AT&T,https://www.att.com/,PaaS platform for hosting and deploying cloud applications.
1909,heapanalytics.com,Heap Analytics,heapanalytics.com,Analytics
1910,walkme.com,WalkMe Ltd.,https://www.walkme.com/,"['tracking', 'analytics']"
1911,box.com,Box,https://www.box.com/,Cloud storage and file sharing service
1912,box.net,Box,https://www.box.com/,Cloud storage and content management.
1913,geoedge.be,GeoEdge,https://www.geoedge.com/,Advertising
1914,arcgis.com,Esri,https://www.esri.com/,GIS mapping and spatial analytics platform
1915,piriform.com,Piriform,https://www.piriform.com/,"['Marketing', 'Analytics']"
1916,supersonic.com,Supersonic,https://www.supersonic.com/,advertising
1917,washpost.io,The Washington Post,www.washingtonpost.com,"It is unclear what the purpose of washpost.io is as it is not an official domain used by The Washington Post. However, it is possible that it could be used for tracking, marketing, or analytics purposes."
1918,tvadsync.com,TVadSync,https://www.tvadsync.com/,advertising
1919,gulfcanvas.com,Gulf Canvas Company,https://www.gulfcanvas.com/,Static server for displaying company information and products/services
1920,webcontentassessor.com,Web Content Assessor,https://www.webcontentassessor.com/,The purpose of the domain is to provide website content assessment and moderation services.
1921,cinematerial.com,Cinematerial,https://www.cinematerial.com/,The purpose of the domain seems to be providing a database of movie posters and other media assets for film enthusiasts and professionals.
1922,rpxnow.com,RPX Corporation,https://www.rpxcorp.com/,Authentication and identity management service provider
1923,samqaicongen.com,SAMQ AI Congeniality Pvt. Ltd.,https://samqaicongen.com/,It is not possible to determine the purpose of the domain as it appears to be a newly registered domain and no active website is currently hosted on it.
1924,ukrtel.net,Ukrtelecom,https://ukrtel.net/,DNS
1925,entelpcs.cl,Entel PCS,https://www.entel.cl/,DNS
1926,isappcloud.com,iSappCloud,https://isappcloud.com/,It is not possible to determine the purpose of the domain without further information.
1927,snappea.com,Snappea,https://www.snappea.com/,CDN
1928,zen.net.uk,Zen Internet,https://www.zen.co.uk/,DNS
1929,2cnt.net,2CNT,https://www.2cnt.net/,CDN
1930,gameanalytics.com,GameAnalytics,https://gameanalytics.com/,analytics
1931,emxdgt.com,EMX Digital,https://emxdigital.com/,advertising
1932,vertamedia.com,VertaMedia,https://vertamedia.com/,advertising
1933,vindicosuite.com,Vindico,https://www.vindicosuite.com/,advertising
1934,streamrail.net,StreamRail,https://streamrail.com/,CDN
1935,trackscale.net,TrackScale,trackscale.net,It is not possible to determine the purpose of the domain as the website is currently not active.
1936,dynamicnetworkservices.net,Dynamic Network Services,https://dyn.com/,DNS provider
1937,dynect.net,Dynect,https://dyn.com/dyn-traffic-management/,DNS provider
1938,spiceworks.com,Spiceworks,https://www.spiceworks.com/,"['Networking / IT community', 'IT management and support tools', 'Advertisements for IT products and services']"
1939,domaincontrol.com,GoDaddy,https://www.godaddy.com/,DNS management and domain registration platform
1940,awsdns-57.com,Amazon Web Services,https://aws.amazon.com/,DNS
1941,awsdns-19.com,Amazon Web Services,https://aws.amazon.com/,DNS
1942,awsdns-04.org,Amazon Web Services,https://aws.amazon.com/,DNS
1943,awsdns-07.net,Amazon Web Services,https://aws.amazon.com/,DNS
1944,awsdns-37.com,Amazon Web Services,https://aws.amazon.com/,DNS
1945,awsdns-29.org,AWS DNS Service,https://aws.amazon.com/route53/,DNS
1946,awsdns-13.net,Amazon Web Services,https://aws.amazon.com/,DNS
1947,cast4.audio,Cast4,https://cast4.audio/,This is likely a domain for a company providing audio hosting or streaming services.
1948,pusherapp.com,Pusher,https://pusher.com/,Real-time communication and collaboration platform via APIs
1949,smhi.se,Swedish Meteorological and Hydrological Institute,https://www.smhi.se,weather tracking and forecasting
1950,getdrip.com,Drip,https://www.getdrip.com/,Marketing automation
1951,phoscon.de,Phoscon GmbH,https://phoscon.de,"The domain appears to be the website of Phoscon GmbH, so it may serve as a static server containing information about the company and its products/services."
1952,videotron.ca,Videotron,https://www.videotron.com/,{'purpose': 'Internet Service Provider'}
1953,tp-link.com,TP-Link,tp-link.com,networking equipment and smart home devices manufacturer
1954,mob.com,Mobvista Inc.,https://www.mobvista.com/en/,advertising
1955,fongo.com,Fongo,https://www.fongo.com/,"{'purpose': 'VoIP services', 'description': 'Fongo is a Canadian company that offers free phone calls and text messaging across Canada using Voice over Internet Protocol (VoIP). The domain is primarily used for hosting their VoIP services.'}"
1956,onetrust.com,OneTrust,https://onetrust.com/,Tracking and compliance management for privacy laws and regulations
1957,godaddy.com,GoDaddy,https://www.godaddy.com/,DNS
1958,jpush.cn,JPush,https://www.jpush.cn/,push notification service
1959,fbpigeon.com,FBPigeon,fbpigeon.com,It is not possible to determine the purpose of the domain solely based on the domain name. Further information is required.
1960,aliyun.com,Aliyun,https://www.aliyun.com/,"{'purpose': ['Cloud Computing Services', 'Domain Name Registration', 'DNS Hosting', 'CDN Services']}"
1961,viafoura.net,Viafoura,https://www.viafoura.com/,analytics
1962,tapjoyads.com,Tapjoy,https://www.tapjoy.com/,Advertising
1963,nordstrom.com,Nordstrom,nordstrom.com,E-commerce website
1964,exct.net,ExactTarget Inc.,https://www.salesforce.com/products/marketing-cloud/email-marketing/overview/,marketing
1965,youview.tv,YouView,https://www.youview.com/,TV streaming and catch-up service
1966,todoist.com,Todoist,https://todoist.com/,"{'purpose': 'Task management and productivity tool', 'category': 'Productivity tool'}"
1967,at-o.net,AT&T,https://www.att.com/,DNS
1968,cqloud.com,CQloud,https://cqloud.com,It is not possible to determine the purpose of the domain without further information or context.
1969,rollbar.com,Rollbar,https://rollbar.com/,tracking
1970,smartcasttv.com,SmartCast,https://www.smartcasttv.com/,The purpose of the domain is to provide information and sell SmartCast TVs and related products/services.
1971,nasa.gov,NASA,https://www.nasa.gov/,"The purpose of the domain is to provide information about NASA's missions, research, and discoveries in the field of space exploration and aeronautics."
1972,usersnap.com,Usersnap,https://usersnap.com/,The purpose of this domain is to provide web-based visual feedback and bug tracking tools for web developers and designers to improve their web project workflow.
1973,worldtravelling.com,World Travelling,https://www.worldtravelling.com,"This domain is likely used for the marketing, advertising and tracking of travel services, packages, and destinations."
1974,awsstatic.com,Amazon Web Services,https://aws.amazon.com/,static server
1975,atdmt.com,ATDMT,https://www.atdmt.com/,Advertising
1976,ninthdecimal.com,NinthDecimal,https://www.ninthdecimal.com/,Marketing and Advertising
1977,1and1.com,1&1,https://www.1and1.com/,"Domain registrar, hosting provider, website building tools"
1978,getmysa.com,Mysa,getmysa.com,smart thermostat product and service
1979,nortoncdn.com,Norton,https://us.norton.com/,CDN
1980,ipinfo.io,ipinfo.io,https://ipinfo.io/,IP address geolocation and data lookup service
1981,corio.com,Corio,https://www.corio.com/,It is not possible to determine the specific purpose of the domain without further information.
1982,merriam-webster.com,Merriam-Webster,https://www.merriam-webster.com/,DNS
1983,lenovo.com,Lenovo,lenovo.com,"{'Purpose': ['E-commerce', 'Marketing', 'Product Information', 'Customer Support'], 'CDN': ['Akamai', 'Cloudflare'], 'DNS': ['Akamai']}"
1984,ip-37-187-113.eu,OVH,https://www.ovh.com/,Static server
1985,audioscrobbler.com,Audioscrobbler,https://www.last.fm,tracking
1986,tu-berlin.de,Technische Universität Berlin,https://www.tu-berlin.de/,Academic institution and research organization
