,remote_hostname,company,company_website,result
500,digicert.com,Digicert,https://www.digicert.com/,SSL/TLS Certificates and PKI Solutions
501,netgear.com,Netgear,www.netgear.com,Networking equipment and solutions provider
502,globalsign.net,GlobalSign,www.globalsign.com,SSL Certificate provider
503,trafficmanager.net,Microsoft,https://www.microsoft.com/,DNS
504,tnt-ea.com,TNT EA,tnt-ea.com,It is not possible to determine the purpose of the domain without additional information.
505,origin.com,Origin,https://www.origin.com,digital distribution platform for video games
506,google.cn,Google,https://www.google.com/,DNS
507,lenovo.com.cn,Lenovo,lenovo.com,"{'purpose': ['E-commerce', 'Marketing']}"
508,nest.com,Nest,https://nest.com,The purpose of the domain nest.com is to provide smart home products and solutions.
509,telstra.com,Telstra,https://www.telstra.com/,"{'purpose': ['Telecommunications services', 'Internet service provider']}"
510,monoprice.com,Monoprice,https://www.monoprice.com/,ecommerce
511,charter.com,Charter Communications,https://www.charter.com/,ISP and TV provider
512,spectrum.net,Spectrum,https://www.spectrum.com/,"{'purpose': 'Static Server', 'description': ""spectrum.net is most likely a static server that hosts static content like images, HTML, CSS, and JavaScript files, which are then delivered to user's web browsers upon request.""}"
513,timewarnercable.com,Time Warner Cable,timewarnercable.com,DNS
514,github.io,GitHub,https://github.com/,Static Server
515,fastly.net,Fastly,https://www.fastly.com/,CDN
516,google.de,Google,https://www.google.com/,Search Engine
517,yandex.net,Yandex,https://yandex.com/,DNS
518,google.com.br,Google,https://www.google.com.br/,The domain serves as the primary search engine and web services provider for Brazil. It may also be used for advertising and analytics purposes.
519,vewd.com,Vewd,https://www.vewd.com/,Smart TV and set-top box software solutions
520,soundcloud.com,SoundCloud,https://soundcloud.com/,music streaming and sharing platform
521,hbomax.com,HBO Max,https://www.hbomax.com/,Streaming platform for movies and TV shows.
522,cox.net,Cox Communications,www.cox.com,"ISP and telecommunications company providing residential and business services such as cable TV, internet, and phone services."
523,vultr.com,Vultr Holdings Corporation,https://www.vultr.com/,"{'purpose': ['Cloud hosting', 'VPS hosting', 'Infrastructure as a service (IaaS)']}"
524,a1.net,A1 Telekom Austria AG,https://www.a1.net/,Telecommunications service provider
525,stretchoid.com,Stretchoid,https://stretchoid.com/,"The purpose of the domain appears to be providing a service for stretching exercises and not related to tracking, marketing, advertising, analytics, CDN, static server, or DNS."
526,arbor-observatory.com,Arbor Networks,https://www.arbornetworks.com/,observatory
527,identrust.com,IdentTrust,https://www.identrust.com/,DNS
528,censys-scanner.com,"Censys, Inc.",https://censys.io/,network scanning and reconnaissance
