,remote_hostname,company,company_website,result
2000,as43234.net,AS43234,https://www.as43234.net/,DNS
2001,cmds-tachyon.com,CMD Solutions,https://www.cmdsolutions.com/,"It appears to be the website of the company and doesn't serve any specific purpose related to tracking, marketing, advertising, analytics, CDN, static server, or DNS."
2002,usabilla.com,Usabilla,https://www.usabilla.com/,Usabilla provides user feedback solutions for websites and mobile apps.
2003,truste-svc.net,TrustArc Inc.,https://www.trustarc.com/,tracking
2004,lametric.com,LaMetric,https://lametric.com/,"manufactures smart clocks and displays that can be used for tracking time, weather, email, social media, news, events, music, and other activities."
2005,cquotient.com,CQuotient,https://www.cquotient.com/,marketing
2006,rakuten.com,Rakuten,www.rakuten.com,E-commerce platform
2007,oath.cloud,Oath Cloud,https://www.oath.com,It is not possible to determine the purpose of oath.cloud without additional information as the domain does not resolve to a specific service or product within the company's offerings.
2008,media6degrees.com,Media6Degrees,https://www.media6degrees.com/,Advertising
2009,inside-graph.com,Inside Graph,https://inside-graph.com/,It is not possible to determine the exact purpose of the domain without additional information.
2010,bitwarden.com,Bitwarden,https://bitwarden.com/,Password manager and vault solution
2011,sweettooth.io,Sweet Tooth,https://www.sweettoothrewards.com/,loyalty and rewards program management
2012,auvik.com,Auvik,https://www.auvik.com/,network infrastructure monitoring and management
2013,leaseweb.com,Leaseweb,https://www.leaseweb.com/,static server
2014,wo-cloud.com,WO Cloud,https://wo-cloud.com/,It is not possible to determine the purpose of the domain without more information or access to their services. The company website suggests that they provide cloud hosting services and solutions.
2015,youborafds01.com,,,Unable to identify the purpose of the domain
2016,ntp.org.cn,Chinese NTP Network Time Service Center,http://www.ntp.org.cn/,network time service
2017,tableau.com,Tableau,https://www.tableau.com/,analytics
2018,telefonica.net,Telefonica,https://www.telefonica.com/,DNS
2019,abtasty.com,AB Tasty,https://www.abtasty.com/,AB Tasty offers a comprehensive testing and personalization platform for websites and mobile apps. Its domain serves as a marketing website to promote their software and services.
2020,videoplaza.tv,Videoplaza,https://www.videoplaza.com/,Video Advertising Platform
2021,media-lab.ai,Media-Lab AI,https://media-lab.ai/,"{'purpose': 'analytics', 'description': ""Media-Lab AI's domain appears to be used for gathering analytics data about website visitors and user behavior.""}"
2022,emisiondof6.com,Emisión S.A.P.I. de C.V.,https://emision.com.mx/,"It is not possible to determine the purpose of this domain with certainty as it is not currently active. However, based on the name, it could potentially be used for financial, investment, or securities related services or products."
2023,telefonica.com,Telefonica,https://www.telefonica.com/,DNS
2024,dof6.com,,,Unable to provide information as the domain dof6.com does not exist
2025,lifx.com,LIFX,https://www.lifx.com/,"{'purpose': 'smart lighting control', 'description': 'LIFX is a smart lighting company that develops and manufactures Wi-Fi-enabled LED lighting products. LIFX lights can be controlled using a smartphone app or through voice assistants such as Amazon Alexa, Google Assistant, and Apple HomeKit.'}"
2026,lifx.co,LIFX,https://www.lifx.com/,"The domain belongs to the official website of LIFX, a company that produces smart LED lighting. The purpose of the domain is to market and sell their products."
2027,114dns.com,114DNS,https://www.114dns.com/,DNS
2028,snssdk.com,ByteDance,https://www.bytedance.com/,content and services delivery network (CDN)
2029,pstatp.com,PSTATP,pstatp.com,"It is difficult to determine the exact purpose of the domain without further context. The domain name does not provide clear indications of its intended use. It may be a static server used to host images, scripts or other website resources. It could also potentially be used for analytics or tracking purposes, but this cannot be confirmed without additional information."
2030,cloudlinks.cn,CloudLinks,https://www.cloudlinks.cn/,DNS
2031,alidns.com,Alibaba Cloud,https://www.alibabacloud.com/,DNS
2032,jivox.com,Jivox,https://www.jivox.com/,advertising
2033,worxlandroid.com,Worx Landroid,https://www.worxlandroid.com/,"Marketing, Sales and Support Website"
2034,m.me,Facebook,https://www.facebook.com/,Messaging platform for Facebook Messenger
2035,messenger.com,Facebook,https://www.facebook.com/,Messaging Platform
2036,youtu.be,YouTube,https://www.youtube.com/,shortened URL redirection
2037,fb.gg,Facebook,https://www.facebook.com/,The domain 'fb.gg' is used for gaming and live streaming purposes on Facebook's platform.
2038,withings.net,Withings,https://www.withings.com/,health and fitness tracking
2039,answerscloud.com,Answers Corporation,https://www.answers.com/,Q&A platform for various topics
2040,dropboxusercontent.com,Dropbox,https://www.dropbox.com/,CDN for serving files and images for Dropbox users
2041,luminati.io,Luminati,https://luminati.io/,Proxy network
2042,luminatinet.com,Luminati Networks,https://luminati.io/,"Proxy network provider for data collection, market research, ad verification, and other web automation needs."
2043,bfmio.com,BFMIO,https://bfmio.com/,Unclear. Unable to determine the specific purpose of the domain as there is no website or information available on the company website.
2044,hola.org,Hola Networks Limited,https://hola.org/,VPN and proxy service
2045,lum-superproxy.io,Luminati,https://luminati.io/,Proxy and residential IP network for online data collection and ad verification
2046,axs.com,AXS,https://www.axs.com/,ticketing and event management
2047,123freecell.com,123 Free Cell,123freecell.com,"The purpose of the domain appears to be for providing free online card games, specifically the game of FreeCell."
2048,ignorelist.com,Ignorelist,https://ignorelist.com/,It is not possible to determine the purpose of the domain as the website is currently down and inaccessible.
2049,clmbtech.com,CLMB Tech,https://www.clmbtech.com/,"It seems like the company is providing technological solutions for advertising and marketing purposes. However, without further information, it's difficult to determine the exact purpose of the domain."
2050,adgear.com,AdGear,https://adgear.com/,"{'purpose': 'Marketing', 'description': 'AdGear provides a digital advertising platform for marketers and agencies to reach their target audience through various channels such as display, social, video, and mobile. The platform offers advanced targeting capabilities and real-time bidding technology to optimize ad campaigns.'}"
2051,webrootcloudav.com,Webroot,https://www.webroot.com/,Antivirus software
2052,powerbi.com,Microsoft Corporation,https://www.microsoft.com,Business Intelligence and data analytics platform
2053,sssnet.com,SSSNet,https://sssnet.com/,Unable to identify the purpose of the domain without additional information or context.
2054,beam.pro,Beam Interactive,https://beam.pro,Streaming platform for gamers
2055,audioeye.com,AudioEye,https://www.audioeye.com/,The purpose of the domain audioeye.com is web accessibility solutions. AudioEye offers digital accessibility solutions that are designed to provide barrier-free access to the internet for individuals with disabilities.
2056,highwebmedia.com,High Web Media,https://www.highwebmedia.com/,It is not possible to determine the purpose of the domain solely based on the company's name and website.
2057,pub-tmaws.io,Akamai Technologies,https://www.akamai.com/,CDN (Content Delivery Network)
2058,safebee.com,SafeBee,https://www.safebee.com/,Informative website
2059,basis.net,BASIS,https://www.basis.net/,It is not possible to determine the purpose of the domain without additional information or access to the network architecture.
2060,salecycle.com,SaleCycle,https://www.salecycle.com/,marketing
2061,dzcdn.net,Daizu,https://daizu.io/,CDN
2062,2i3.net,2i3.net,https://www.2i3.net/,DNS
