,remote_hostname,company,company_website,result
2800,adj.st,Adjust,https://www.adjust.com/,tracking
2801,liftoff.io,Liftoff,https://liftoff.io/,marketing
2802,immobilienscout24.de,Immobilienscout24,https://www.immobilienscout24.de/,Real estate marketplace
2803,ntt.net,NTT Communications,https://www.ntt.com/,DNS
2804,gravityrd-services.com,Gravityrd Services,https://gravityrd-services.com/,{'purpose': ['Analytics']}
2805,upm.es,Universidad Politécnica de Madrid,https://www.upm.es/,educational institution
2806,worldation.com,Worldation,https://www.worldation.com/,Travel and tourism website with articles and guides about various destinations around the world. Purpose is informational/educational.
2807,nike.com,Nike,https://www.nike.com/,"{'purpose': {'marketing': True, 'advertising': True, 'analytics': True, 'CDN': True, 'static_server': True, 'DNS': True}}"
2808,6sc.co,6SC,https://6sc.co/,It is not possible to determine the purpose of the domain since it only redirects to https://www.sixscalene.com/
2809,bloomberg.com,Bloomberg,www.bloomberg.com,"{'purpose': ['news', 'finance'], 'type': 'content delivery'}"
2810,us.to,us.to,https://us.to/,"{'purpose': 'DNS', 'description': 'us.to is a domain name used for managing DNS (Domain Name System) services.'}"
2811,cloudflareclient.com,Cloudflare,https://www.cloudflare.com/,DNS
2812,zaonce.net,Zaonce,https://www.zaonce.net/,It is unclear what the purpose of this domain is as there is no active website or content associated with it at this time.
2813,mitene.us,Mitene,mitene.us,It is not possible to determine the purpose of the domain as it does not have any active website or online presence.
2814,intentiq.com,Intentiq,https://intentiq.com/,marketing
2815,abc7news.com,ABC7 News,abc7news.com,news and media
2816,amazon.dev,Amazon,https://www.amazon.com/,"Development domain for Amazon developers to create and test Alexa skills, IoT devices, and other Amazon services."
2817,spotifycdn.com,Spotify,https://www.spotify.com/,CDN
2818,newsy.com,Newsy,newsy.com,News and media website
2819,aws.dev,Amazon Web Services,https://aws.amazon.com/,DNS
2820,ubembed.com,uBEmbed,https://ubembed.com/,CDN
2821,privacy-mgmt.com,OneTrust,https://www.onetrust.com/,Privacy management and compliance software.
2822,infojobs.com,InfoJobs,https://www.infojobs.com/,Job board
2823,divx.com,"DivX, LLC",https://www.divx.com/,"This domain is used to provide information about DivX products and services, such as video codecs, streaming solutions, and video player software for various platforms. It also allows users to download software, purchase licenses, and access support resources."
2824,vonage.net,Vonage,https://www.vonage.com/,DNS
2825,sharethru.com,Sharethrough,https://www.sharethrough.com/,advertising
2826,acexedge.com,Acexedge,https://www.acexedge.com,"Unfortunately, we cannot determine the purpose of the domain as it appears to be parked or under construction with no active services or content available."
2827,kazfv.com,,,Unable to determine the purpose of the domain as it does not have any active website or content associated with it.
2828,ecorebates.com,Ecorebates,https://www.ecorebates.com/,marketing
2829,science-a2z.com,Science-A2Z,science-a2z.com,The purpose of the domain is to provide educational content related to science to users.
2830,jampp.com,Jampp,jampp.com,"{'purpose': ['Marketing', 'Advertising', 'Analytics', 'CDN']}"
2831,dailymirror.lk,Daily Mirror,www.dailymirror.lk,news and media
2832,unity-media.net,Unity Media,https://www.unitymedia.de/,DNS
2833,awsapps.com,Amazon Web Services,https://aws.amazon.com/,It is a domain used for hosting applications on the Amazon Web Services (AWS) platform.
2834,joyn.de,Joyn GmbH,https://www.joyn.de/,Streaming and on-demand video platform
2835,netvision.net.il,NetVision,https://www.netvision.net.il/,DNS
2836,162.in-addr.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS Reverse Lookup
2837,149.in-addr.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS
2838,steamcontent.com,Steam,https://store.steampowered.com/,CDN
2839,acrobat.com,Adobe,https://www.adobe.com/,collaboration and productivity tools
2840,ad-delivery.net,Ad Delivery Network,https://ad-delivery.net/,advertising
2841,emogi.com,Emogi,https://www.emogi.com/,"Emogi is a conversational content platform that helps brands and publishers better engage with their audiences through relevant, expressive, and fun content. They provide a variety of tools for creating and distributing stickers, GIFs, and other types of visual content for messaging apps and social media platforms."
2842,si.com,Sports Illustrated,www.si.com,Sports News and Media
2843,adtechus.com,AdTechUS,https://adtechus.com/,advertising
2844,meetu.ps,Meetup,https://www.meetup.com/,Event organization and social networking service
2845,echostarcdn.com,EchoStar,https://www.echostar.com/,CDN
2846,sailinglabapps.com,Sailing Lab Apps,https://sailinglabapps.com/,The domain name does not provide enough information to determine the purpose of the website.
2847,nielsendigital.net,Nielsen Digital,https://nielsendigital.net/,"It's unclear what the purpose of this domain is without further information or analysis. The website appears to offer digital marketing and technology services, but it's not clear if the domain is used for tracking, analytics, CDN, static server, DNS, or other purposes."
2848,pointmediatracker.com,PointMediaTracker,https://www.pointmediatracker.com,tracking
2849,lifesizecloud.com,Lifesize,https://www.lifesize.com/,video conferencing and collaboration
2850,dotomi.com,Dotomi,https://www.dotomi.com/,Marketing
