,remote_hostname,company,company_website,result
3400,vidora.com,Vidora,https://www.vidora.com/,Analytics
3401,htlbid.com,HTL Bid,https://htlbid.com,"The purpose of htlbid.com domain is likely related to online auctions or bidding. Without further information, it is not possible to determine the exact purpose of the domain."
3402,doctissimo.fr,Doctissimo,www.doctissimo.fr,Healthcare and Wellness Information Platform
3403,bintray.com,Bintray,https://bintray.com/,CDN
3404,eedomus.com,Eedomus,https://www.eedomus.com/,Smart home automation platform
3405,gigaset.net,Gigaset Communications GmbH,https://www.gigaset.com/,DNS
3406,estpak.ee,Estpak,https://estpak.ee,CDN
3407,starman.ee,Starman,https://www.starman.ee/,Internet Service Provider
3408,libtorrent.org,libtorrent,https://www.libtorrent.org/,"BitTorrent protocol implementation and related technologies, such as peer exchange (PEX) and distributed hash tables (DHT), used for file sharing and communication over the internet."
3409,unitymediagroup.de,Unity Media Group,https://www.unitymediagroup.de/,Static server for hosting company website
3410,ovh.net,OVH,https://www.ovh.com/,"OVH is a web hosting company that provides various services such as cloud computing, virtual private servers, and dedicated servers. ovh.net appears to be used as a static server for hosting various websites and applications."
3411,versanet.de,Versanet,https://www.versanet.de/,"{'purpose': 'Internet Service Provider (ISP)', 'description': 'Versanet is an Internet Service Provider (ISP) that offers internet, phone and TV services in Germany.'}"
3412,kali.ru,Kali Linux,https://www.kali.org/,Operating System Download and Support
3413,googledomains.com,Google Domains,https://domains.google/,DNS registrar and management tool for domain names.
3414,dedibox.fr,Dedibox,https://www.dedibox.fr/,static server
3415,ntlworld.ie,NTL World Ireland,https://www.virginmedia.ie/,DNS
3416,a3fiber.se,A3 Fiber,https://www.a3fiber.se/,"It is not possible to determine the specific purpose of this domain without additional information or analysis. However, based on the company name and website, it is likely that the domain is used for providing internet connectivity and related services to customers in Sweden."
3417,webtrendslive.com,Webtrends,https://www.webtrends.com/,Analytics
3418,c212.net,Cision Ltd.,https://www.cision.com/,tracking
3419,sellpoint.net,SellPoint,https://sellpoint.net/,marketing
3420,telepacific.net,TelePacific Communications,https://www.telepacific.com/,{'purpose': 'Telecommunications Provider'}
3421,tiscali.it,Tiscali,https://www.tiscali.it/,"{'purpose': 'Internet Service Provider', 'services': ['Internet access', 'Email', 'Web hosting', 'Domain registration', 'Telecommunications', 'Digital TV']}"
3422,masmovil.com,MasMovil,https://www.masmovil.com/,"{'purpose': ['Marketing', 'Telecommunications services'], 'type': ['CDN', 'DNS']}"
3423,quickddns.com,QuickDDNS,https://quickddns.com/,DNS
3424,mojang.com,Mojang AB,https://www.mojang.com/,"The domain mojang.com is used as the primary website for Mojang AB, a video game development company. The website serves as a platform for Minecraft, one of their most popular games, where users can purchase the game, access support, and download updates. The domain is also used for hosting forums and wiki for Minecraft community. Additionally, it serves as a static server for serving game assets, such as skins and textures."
3425,mail.com,Mail.com,https://www.mail.com/,Email service provider
