,remote_hostname,company,company_website,result
2200,spd-mgts.ru,SPD-MGTS,spd-mgts.ru,It is not possible to determine the purpose of the domain without further information or analysis.
2201,serverprofi24.com,ServerProfi24,https://www.serverprofi24.com/,It is not possible to determine the purpose of the domain solely based on the company name and website. Additional information about the services or products offered by the company is required to identify the purpose of the domain.
2202,xkcd.com,xkcd,https://xkcd.com/,comic
2203,perfectmarket.com,Perfect Market,https://www.perfectmarket.com/,marketing
2204,opecloud.com,OpeCloud,https://opecloud.com,The purpose of the domain could not be determined without additional information.
2205,pppoe.ca,PPPoE.ca,https://pppoe.ca/,It is not possible to determine the purpose of this domain as it appears to be parked or not in use.
2206,amazon.com.mx,Amazon,amazon.com.mx,E-commerce
2207,usgs.gov,USGS,https://www.usgs.gov/,"The purpose of the domain is to provide information related to the geological and natural resources of the United States through various research, monitoring, and mapping programs. This includes providing real-time geospatial information, data analysis, and scientific research related to earthquakes, volcanoes, water, and other natural hazards."
2208,amazon.com.br,Amazon,www.amazon.com.br,{'purpose': ['e-commerce']}
2209,mopidy.com,Mopidy,https://mopidy.com,static server
2210,squarespace.com,Squarespace,https://www.squarespace.com/,"{'purpose': 'Content Management System (CMS)', 'features': ['Website Builder', 'Blogging Platform', 'E-commerce Platform', 'Hosting Services', 'Analytics']}"
2211,me.me,me.me,https://me.me/,meme sharing and social networking
2212,herokudns.com,Heroku,https://www.heroku.com/,DNS
2213,akadns6.net,Akamai Technologies,https://www.akamai.com/,DNS
2214,elliemae.io,Ellie Mae,elliemae.com,It is not possible to determine the purpose of elliemae.io as it does not currently resolve to an IP address. It is possible that it is a parked domain or unused/under development.
2215,alarm.com,Alarm.com,https://www.alarm.com/,Home and business security and automation services
2216,devicetask.com,Device Task,https://devicetask.com,It is not possible to accurately determine the purpose of the domain without additional information or access to the domain. The domain is currently not in use and appears to be parked.
2217,mega.nz,Mega Limited,https://mega.nz/,File hosting and cloud storage
2218,openload.co,Openload,https://openload.co/,File hosting and sharing platform
2219,titlovi.com,Titlovi.com,https://www.titlovi.com/,Subtitle sharing platform
2220,xiti.com,AT Internet,https://www.atinternet.com/,Analytics
2221,cellular.de,cellular.de,https://www.cellular.de/,DNS
