,remote_hostname,company,company_website,result
1100,amazon.ca,Amazon,www.amazon.com,e-commerce
1101,cnn.io,CNN,https://www.cnn.com/,News and media content delivery
1102,cbsinteractive.com,CBS Interactive,https://www.cbsinteractive.com/,"{'purpose': 'Media and entertainment', 'services': ['Content production and distribution', 'Digital media platforms']}"
1103,samsunghealth.com,Samsung,https://www.samsung.com/,Healthcare tracking and monitoring application.
1104,w-x.co,,w-x.co,Unable to determine the purpose of the domain as there is no company name or website associated with it.
1105,bleacherreport.net,Bleacher Report,https://bleacherreport.com,sports news and media website
1106,imdbws.com,IMDb,https://www.imdb.com/,"API for accessing IMDb data and functionality, including movie and TV show information, photos, cast and crew details, user ratings, and reviews, for use in various applications and websites."
1107,loginradius.com,LoginRadius,https://www.loginradius.com/,"{'purpose': ['authentication', 'identity management', 'customer data management']}"
1108,outturner.com,Out Turner,outturner.com,Cannot determine the purpose of the domain as the website appears to be non-existent or currently down.
1109,viafoura.co,Viafoura,https://viafoura.com/,tracking
1110,lrcontent.com,LR Content,https://lrcontent.com/,It is not possible to determine the purpose of the domain without further information as the site appears to be currently under construction or not functioning.
1111,lenovomm.com,Lenovo,www.lenovo.com,Corporate website
1112,zillow.com,Zillow,https://www.zillow.com/,Real Estate Listings
1113,stratoserver.net,StratoServer,https://www.stratoserver.net/,static server
1114,ip-pool.com,IP Pool,https://www.ip-pool.com/,It is unclear what the purpose of this domain is without additional context or information.
1115,24olympia.com,24 Olympia,24olympia.com,The purpose of the domain is not clear. The website is currently under construction and does not provide any information about its intended use or purpose.
1116,criteo.com,Criteo,https://www.criteo.com/,Advertising
1117,omnitagjs.com,Ensighten,https://www.ensighten.com/,Tag Management and Marketing Platform
1118,theguardian.com,The Guardian,theguardian.com,News and media
1119,criteo.net,Criteo,https://www.criteo.com/,advertising
1120,eyeota.net,Eyeota,https://www.eyeota.com/,Data Marketing
1121,betrad.com,BeTRaD,https://www.betrad.com/,marketing
1122,360yield.com,360 Yield Center,https://www.360yieldcenter.com/,"It is not possible to determine the purpose of the domain as it is a standard company website with no clear indication of any specific functionality or services related to tracking, marketing, advertising, analytics, CDN, static server or DNS."
1123,guim.co.uk,Guim Ltd.,https://www.guim.co.uk/,static server
1124,gu-web.net,GU-Web,https://www.gu-web.net/,DNS
1125,brandmetrics.com,Brand Metrics,https://brandmetrics.com/,marketing
